Title,Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
Walking Tall,9020,"Action, Crime","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies,Crime Films",English,Movie,2.2,PG-13,6.3,26.0,44.0,2004-04-02
Walking with Dinosaurs,9021,"Animation, Adventure, Family","Family Adventures,Children & Family Films,Films for ages 8 to 10,Family Animation",English,Movie,1.9,PG,5.2,23.0,37.0,2013-12-20
Wall Street,9026,"Crime, Drama","Dramas,Crime Dramas",English,Movie,3.5,R,7.4,79.0,56.0,1987-12-11
Wanted,9034,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies",English,Movie,3.4,R,6.7,72.0,64.0,2008-06-27
War for the Planet of the Apes,9038,"Action, Adventure, Drama, Sci-Fi, Thriller","Adventures,Action & Adventure,Sci-Fi Adventure,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Movies based on Books,Action Movies","English, American Sign Language",Movie,4.2,PG-13,7.4,94.0,82.0,2017-07-14
War Horse,9039,"Action, Adventure, Drama, History, War","Dramas,Dramas based on a book,Historical Dramas,Military Dramas,Movies Based on Books","English, German",Movie,3.6,PG-13,7.2,74.0,72.0,2011-12-25
War Machine,9040,"Comedy, Drama, War","Dramas based on real life,Dramas based on a book,Comedies,Dramas based on real life,Dramas based on real life,Dramas,Political Dramas,Dramas,Dark Comedies,Military Dramas,Dark Comedies,Military Dramas,Dramas,Dramas,Dark Comedies,Military Dramas,Military Dramas,Dramas based on real life,Dark Comedies,Political Comedies,Films Based on Real Life,Films Based on Books","English, Pushto",Movie,2.7,TV-MA,6.0,48.0,56.0,2017-05-26
War of the Worlds (2005),9041,"Adventure, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Alien Sci-Fi,Action & Adventure,Films Based on Books,Blockbuster Action & Adventure,US Movies,Critically-acclaimed Action & Adventure,Critically Acclaimed Films,Critically-acclaimed Sci-Fi & Fantasy",English,Movie,3.5,PG-13,6.5,75.0,73.0,2005-06-29
War on Everyone,9042,"Action, Comedy, Crime","British Comedies,Crime Action & Adventure,British Films,Action & Adventure,British Crime Films,Crime Films,Comedies,Dark Comedies,Action Comedies,Action Comedies,Crime Comedies","English, Spanish",Movie,2.8,R,5.8,61.0,50.0,2017-02-03
War Room,9043,Drama,"Dramas,Faith & Spirituality,Faith & Spirituality Movies",English,Movie,2.1,PG,6.5,34.0,26.0,2015-08-28
Warm Bodies,9045,"Comedy, Horror, Romance","Horror Films,Romantic Comedies,Zombie Horror Films,Teen Screams,Comedies,Romantic Films,Horror Comedies,Movies Based on Books,Dark Comedies,Romantic Favorites,US Movies",English,Movie,3.5,PG-13,6.8,81.0,60.0,2013-02-01
Warrior,9046,"Action, Drama, Sport","Dramas,Sports Dramas,Tearjerkers,Martial Arts Films,Sports Films","English, Spanish",Movie,3.9,PG-13,8.2,83.0,71.0,2011-09-09
Warriors of Heaven and Earth,9048,"Action, Adventure, Drama","Asian Action Films,Martial Arts Films,Action & Adventure,Asian Movies,International Movies","Mandarin, Japanese",Movie,6.0,R,6.3,68.0,54.0,2003-09-23
Waste Land,9050,Documentary,"International Movies,Latin American Films,International Documentaries,Social & Cultural Documentaries,Biographical Documentaries,Documentaries","Portuguese, English",Movie,5.1,Not Rated,7.9,100.0,78.0,2011-01-21
Watchmen,9052,"Action, Drama, Mystery, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Comic Book and Superhero Films,Action & Adventure,Crime Action & Adventure,Crime Movies,US Movies,Action,Crime Action,Cult Sci-Fi & Fantasy,Cult Films",English,Movie,3.3,R,7.6,65.0,56.0,2009-03-06
Waterworld,9055,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Action & Adventure,Adventures,Blockbuster Action & Adventure,Futuristic Sci-Fi,Sci-Fi,Action Movies,US Movies",English,Movie,2.7,PG-13,6.2,46.0,56.0,1995-07-28
Waves,9057,"Drama, Romance, Sport","Dramas,Independent Movies,US Movies",English,Movie,4.0,R,7.6,84.0,80.0,2019-11-15
Waynes World,9059,"Comedy, Music","Cult Comedies,Hard Rock & Heavy Metal,Comedies,Late Night Comedies,Rock & Pop,Cult Films,Buddy Comedies,Comedy Blockbusters,US Movies,Music & Musicals","English, Cantonese",Movie,3.5,PG-13,7.0,84.0,57.0,1992-02-14
Waynes World 2,9060,"Comedy, Music",Comedies,"English, Cantonese",Movie,3.0,PG-13,6.2,60.0,60.0,1993-12-10
We are,9061,"Drama, Sport","Dramas,Japanese Movies",English,Movie,2.9,PG,7.1,48.0,53.0,2006-12-22
We Are Marshall,9062,"Drama, Sport","Sports Dramas,Dramas,Dramas based on real life,Films Based on Real Life,Sports Films,US Movies",English,Movie,2.9,PG,7.1,48.0,53.0,2006-12-22
We Are Your Friends,9065,"Drama, Music, Romance","Dramas,Independent Films,Music & Musicals,Music",English,Movie,2.5,R,6.2,39.0,46.0,2015-08-28
We Have Always Lived in the Castle,9070,"Drama, Mystery, Thriller","Thrillers,Dramas,Movies Based on Books,Mysteries",English,Movie,5.7,Not Rated,5.6,87.0,63.0,2019-05-17
We Need to Talk About Kevin,9071,"Drama, Mystery, Thriller","Independent Films,Thrillers,Crime Thrillers,Independent Thrillers,Psychological Thrillers",English,Movie,3.6,R,7.5,75.0,68.0,2011-10-21
We Own the Night,9073,"Action, Crime, Drama, Thriller","Crime Films,Thrillers,Independent Films,Crime Thrillers","English, Russian, Spanish",Movie,3.1,R,6.8,57.0,59.0,2007-10-12
We the Animals,9076,Drama,"Social Issue Dramas,Dramas,Independent Movies,Movies based on Books",English,Movie,7.1,R,6.9,92.0,82.0,2018-08-17
We Were Soldiers,9077,"Action, Drama, History, War","Dramas,Military Dramas,Military Action & Adventure,Dramas based on a book,Action & Adventure,Movies Based on Books,Historical Dramas","English, Vietnamese, French",Movie,3.3,R,7.2,63.0,65.0,2002-03-01
Wedding Crashers,9079,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Late Night Comedies,Romantic Favourites",English,Movie,3.5,R,6.9,76.0,64.0,2005-07-15
Welcome Home Roscoe Jenkins,9089,"Comedy, Romance","Slapstick Comedies,Comedies",English,Movie,2.1,PG-13,5.5,23.0,46.0,2008-02-08
Welcome to Marwen,9090,"Biography, Comedy, Drama, Fantasy, Romance","Biographical Movies,Movies Based on Real Life,US Movies,Dramas,Music & Musicals","English, German, French, Russian",Movie,2.3,PG-13,6.2,34.0,40.0,2018-12-21
Welcome to the Jungle,9094,"Action, Adventure, Comedy","Action Comedies,Comedies,Action & Adventure,Adventures",English,Movie,1.6,Not Rated,4.9,22.0,25.0,2014-02-08
Welcome to the Punch,9095,"Action, Crime, Thriller","Crime Films,Action Thrillers,British Crime Films,Action & Adventure,Crime Action & Adventure,British Movies",English,Movie,2.6,R,6.1,48.0,49.0,2013-03-15
Were Lalaloopsy,9102,"Comedy, Horror","Kids TV,TV Programmes,Kids Music,TV Cartoons,TV Animated Comedies,TV Comedies","English, German, Spanish, Latin",Series,4.2,R,7.7,96.0,76.0,2015-02-13
Were the Millers,9103,"Comedy, Crime","Comedies,Late Night Comedies,Crime Comedies,Crime Films,US Movies","English, Spanish",Movie,2.7,R,7.0,48.0,44.0,2013-08-07
Western Stars,9107,"Documentary, Music","Music & Musicals,Music & Concert Documentaries,Documentary Films,Concerts",English,Movie,8.4,PG,7.5,94.0,80.0,2019-10-25
Wetlands,9111,"Comedy, Drama","Dramas,International Dramas,International Movies,Dramas based on a book,German Films,International Comedies,Comedies,Late Night Comedies,Dramas based on contemporary literature,Independent Movies,Movies Based on Books,German Comedies",German,Movie,3.8,Not Rated,5.8,91.0,77.0,2013-08-22
What a Girl Wants,9113,"Comedy, Drama, Family, Romance","Family Features,Family Comedies,Children & Family Films,Comedies,Teen Comedies,Teen Films",English,Movie,2.2,PG,5.8,35.0,41.0,2003-04-04
What Dreams May Come,9122,"Drama, Fantasy, Romance","Dramas,Dramas based on a book,Romantic Dramas,Sci-Fi & Fantasy,Tearjerkers,Fantasy,Romantic Favourites,Romantic Films,Dramas based on contemporary literature,Films Based on Books",English,Movie,2.8,PG-13,7.1,54.0,44.0,1998-10-02
What Happened to Monday,9123,"Action, Adventure, Crime, Fantasy, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action Sci-Fi & Fantasy,Action & Adventure,Action Movies",English,Movie,2.9,TV-MA,6.9,58.0,47.0,2017-08-18
"What Happened, Miss Simone?",9124,"Documentary, Biography, Music","Music & Concert Documentaries,Social & Cultural Documentaries,Music and Concert Films,Biographical Documentaries,Music & Musicals,Documentaries,Documentaries","English, French",Movie,4.0,Not Rated,7.6,89.0,75.0,2015-06-24
What If,9128,"Comedy, Romance","Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,Canadian Films",English,Movie,3.3,PG-13,6.8,74.0,59.0,2014-08-15
What Keeps You Alive,9130,"Horror, Thriller","Canadian Movies,Crime Movies,Thrillers,Crime Thrillers,LGBTQ Movies",English,Movie,5.0,R,5.7,82.0,66.0,2018-08-24
What Lies Beneath,9131,"Drama, Fantasy, Horror, Mystery, Thriller","Thrillers,Mysteries,Psychological Thrillers,Horror Movies,Supernatural Horror Movies,US Movies",English,Movie,2.7,PG-13,6.6,47.0,51.0,2000-07-21
What Men Want,9132,"Comedy, Fantasy, Romance",Comedies,"English, Mandarin",Movie,2.4,R,5.3,42.0,49.0,2019-02-08
What They Had,9135,Drama,Dramas,English,Movie,6.9,R,6.6,86.0,69.0,2018-11-29
What to Do in Case of Fire,9136,"Action, Comedy, Drama, Romance, Thriller","Comedies,German Movies,German Comedies,Political Comedies",German,Movie,6.0,R,6.8,50.0,47.0,2002-01-31
What to Expect When Youre Expecting,9137,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Films Based on Books,Romantic Favourites,US Movies",English,Movie,2.0,PG-13,5.7,23.0,41.0,2012-05-18
What Women Want,9141,"Comedy, Fantasy, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films",English,Movie,2.7,PG-13,6.4,54.0,47.0,2000-12-15
Whatever Works,9144,"Comedy, Romance","Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,Dark Comedies,Romantic Independent Movies",English,Movie,2.8,PG-13,7.1,50.0,45.0,2009-07-03
Whats Eating Gilbert Grape,9145,Drama,"Independent Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,Romantic Favourites,Dramas based on a book,Tearjerkers,Romantic Films,Dramas based on contemporary literature",English,Movie,4.0,PG-13,7.8,90.0,73.0,1994-03-04
Whats New Scooby-Doo?,9146,"Comedy, Fantasy, Romance","TV Comedies,Kids TV,TV Cartoons",English,Series,2.7,PG-13,6.4,54.0,47.0,2000-12-15
Whats the Worst That Could Happen?,9147,"Comedy, Crime","Action Comedies,Comedies,Action & Adventure,Films Based on Books","English, American Sign Language",Movie,1.7,PG-13,5.5,10.0,37.0,2001-06-01
Whats Up?,9148,"Comedy, Fantasy, Romance","Romantic Dramas,Romantic Comedies,Dramas,Middle-Eastern Films,Comedies,Romantic Films,International Comedies,International Dramas",English,Movie,2.7,PG-13,6.4,54.0,47.0,2000-12-15
Wheelman,9151,"Action, Crime, Thriller","Crime Action & Adventure,Action & Adventure,Action Thrillers",English,Movie,3.6,TV-MA,6.4,88.0,66.0,2017-10-20
When a Stranger Calls,9154,"Horror, Thriller","Crime Films,Thrillers,Crime Thrillers,Psychological Thrillers,Psychological Horror Movies,Horror Movies,Teen Screams",English,Movie,1.4,PG-13,5.1,9.0,27.0,2006-02-03
When Evening Falls on Bucharest or Metabolism,9157,Drama,"Dramas,International Dramas,Showbiz Dramas,International Movies,Eastern European Films",Romanian,Movie,7.8,Not Rated,6.2,69.0,67.0,2013-09-20
When Marnie Was There,9161,"Animation, Drama, Family, Mystery","Movies Based on Books,Anime Features,Drama Anime,Japanese Movies,Children & Family Movies,Anime based on Books,Family Dramas,Family Features",Japanese,Movie,4.0,PG,7.7,91.0,72.0,2015-08-07
When the Game Stands Tall,9164,"Biography, Drama, Family, Sport","Dramas,Dramas based on a book,Sports Films,Films Based on Books,Sports Dramas",English,Movie,2.1,PG,6.7,20.0,41.0,2014-08-22
When We First Met,9167,"Comedy, Fantasy, Romance","Romantic Comedies,Romantic Films,Comedies","English, Mandarin",Movie,2.4,TV-14,6.4,43.0,36.0,2018-02-09
Where the Wild Things Are,9170,"Adventure, Drama, Family, Fantasy","Family Features,Children & Family Films,Films based on childrens books,Movies Based on Books,Family Sci-Fi & Fantasy,Family Adventures,US Movies",English,Movie,3.5,PG,6.7,73.0,71.0,2009-10-16
Whiskey Tango Foxtrot,9175,"Biography, Comedy, Drama, War","Comedies,Dramas based on real life,Military Dramas,Dramas,Dark Comedies,Dramas based on a book,Films Based on Real Life,Films Based on Books","English, Pushto, Dari, French",Movie,3.2,R,6.6,68.0,57.0,2016-03-04
Whisper of the Heart,9178,"Animation, Drama, Family, Music, Romance","Anime Features,Drama Anime,Children & Family Movies,School Anime,Japanese Movies,Family Dramas,Family Features",Japanese,Movie,4.1,G,7.9,94.0,75.0,1996-12-13
White Boy Rick,9181,"Crime, Drama","Biographical Movies,US Movies,Crime Dramas,Dramas,Crime Movies,Social Issue Dramas",English,Movie,3.0,R,6.5,57.0,59.0,2018-09-14
White Chicks,9182,"Comedy, Crime","Slapstick Comedies,Comedies,Police Movies,Late Night Comedies",English,Movie,1.9,PG-13,5.6,15.0,41.0,2004-06-23
White Christmas,9183,"Comedy, Musical, Romance","Family Features,Classic Comedies,Classic Children & Family Films,Family Comedies,Romantic Comedies,Classic Romantic Films,Classic Films,Classic Musicals,Films for ages 8 to 10,Children & Family Films,Comedies,Musicals,Films for ages 11 to 12,Romantic Films,Music & Musicals",English,Movie,3.5,Not Rated,7.6,77.0,56.0,1954-11-15
White Girl,9186,"Crime, Drama","Independent Films,Dramas,Independent Dramas",English,Movie,3.4,Not Rated,5.7,71.0,65.0,2016-12-01
White House Down,9188,"Action, Drama, Thriller","Crime Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Action",English,Movie,2.8,PG-13,6.4,51.0,52.0,2013-06-28
White Men Cant Jump,9190,"Comedy, Drama, Sport","Sports Comedies,Comedies,Comedy Blockbusters,US Movies",English,Movie,3.5,R,6.8,76.0,65.0,1992-03-27
White Wedding,9194,"Comedy, Romance","Romantic Comedies,Comedies,African Movies,Romantic Movies,South African Films","Zulu, Afrikaans, Xhosa, English",Movie,7.6,PG-13,5.8,56.0,60.0,2009-04-29
Whos Afraid of the Wolf,9201,"Action, Adventure, Comedy, Crime","Children & Family Movies,Czech Movies,Dramas","English, German",Movie,2.9,PG-13,6.6,52.0,59.0,1999-06-11
Whos Next?,9202,"Action, Adventure, Comedy, Crime",Dramas,"English, German",Movie,2.9,PG-13,6.6,52.0,59.0,1999-06-11
"Whos the Woman, Whos the Man",9203,"Action, Adventure, Comedy, Crime","Comedies,Romantic Dramas,Romantic Movies,Romantic Comedies,Hong Kong Movies,Dramas","English, German",Movie,2.9,PG-13,6.6,52.0,59.0,1999-06-11
Whose Streets?,9204,Documentary,"Social & Cultural Docs,Documentary Films",English,Movie,8.2,R,5.4,98.0,79.0,2017-08-11
Why Did I Get Married?,9206,"Comedy, Drama","Romantic Dramas,Dramas,Romantic Comedies,Comedies,Romantic Films",English,Movie,2.7,PG-13,5.9,48.0,54.0,2007-10-12
Why Him?,9207,Comedy,"Comedies,Late Night Comedies","English, Khmer",Movie,2.3,R,6.2,39.0,39.0,2016-12-23
Widows,9208,"Crime, Drama, Thriller","Dramas,Crime Dramas,Thrillers,Crime Thrillers","English, Spanish, Polish",Movie,4.1,R,6.9,91.0,84.0,2018-11-16
Wild,9209,"Adventure, Biography, Drama","Dramas,Biographical Dramas,Action & Adventure,Adventures,Dramas based on real life,Films Based on Real Life",English,Movie,3.9,R,7.1,88.0,76.0,2014-12-19
Wild Rose,9216,"Comedy, Drama, Music","Dramas,British Movies,Music & Musicals",English,Movie,4.1,R,7.2,92.0,80.0,2019-06-21
Wild Target,9217,"Action, Comedy, Crime",Comedies,English,Movie,2.4,PG-13,6.8,33.0,41.0,2010-06-18
Wild Things,9218,"Crime, Drama, Mystery, Thriller","Police Thrillers,Crime Thrillers,Police Movies,Thrillers,Steamy Thrillers,Psychological Thrillers,Crime Films,Mysteries,US Movies",English,Movie,3.0,R,6.5,62.0,52.0,1998-03-20
Wild Wild West,9220,"Action, Comedy, Sci-Fi, Western","Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Comedies,Action & Adventure,Sci-Fi,Westerns,Action Comedies,US Movies,Blockbuster Action & Adventure",English,Movie,1.8,PG-13,5.0,17.0,38.0,1999-06-30
Wildlife,9223,Drama,"Movies based on Books,Independent Movies,Dramas",English,Movie,4.0,PG-13,6.8,93.0,80.0,2019-01-01
Wildling,9224,"Drama, Fantasy, Horror, Thriller","Horror Movies,Creature Features,Supernatural Horror Movies,Werewolf Horror Movies,Sci-Fi & Fantasy,Fantasy Movies,Independent Movies,Teen Screams",English,Movie,3.0,R,5.5,70.0,58.0,2018-04-13
Willy Wonka and the Chocolate Factory,9227,"Family, Fantasy, Musical","Family Features,Classic Comedies,Kids Music,Classic Children & Family Films,Family Comedies,Classic Films,Children & Family Films,Films for ages 8 to 10,Comedies,Films based on childrens books,Musicals,Music & Musicals,Films Based on Books,Classic Musicals","English, French, German, Italian",Movie,3.9,G,7.8,90.0,67.0,1971-06-30
Wimbledon,9228,"Comedy, Romance, Sport","Sports Comedies,Romantic Comedies,Romantic Films,Sports Films,Romantic Dramas,Comedies,Dramas,Sports Dramas,British Comedies,British Dramas,Romantic British Films,British Films,Romantic Favourites","English, Italian",Movie,3.0,PG-13,6.3,61.0,59.0,2004-09-17
Win a Date with Tad Hamilton!,9229,"Comedy, Romance","Comedies,Romantic Films,Romantic Comedies,US Movies",English,Movie,2.7,PG-13,5.6,54.0,52.0,2004-01-23
Win It All,9230,Comedy,"Comedies,Romantic Comedies,Romantic Films,Romantic Independent Films,Independent Films,Independent Comedies,Romantic Favourites",English,Movie,4.6,TV-MA,6.2,85.0,77.0,2017-04-07
Winchester,9232,"Biography, Drama, Fantasy, Horror, Mystery, Thriller","Horror Movies,Fantasy Movies,Sci-Fi & Fantasy,Supernatural Horror Movies,Mysteries,US Movies",English,Movie,1.6,PG-13,5.5,13.0,28.0,2018-02-02
Wind,9233,"Action, Drama, Sport","Romantic Comedies,Comedies,Romantic Movies,Turkish Movies,Turkish Comedies,Romantic Turkish Movies",English,Movie,6.6,PG-13,6.4,50.0,57.0,1992-09-11
Wind River,9234,"Crime, Drama, Mystery, Thriller","Crime Dramas,Dramas,Independent Films,Mysteries,Independent Dramas,Crime Movies",English,Movie,4.0,R,7.7,88.0,73.0,2017-08-18
Wine Country,9235,"Adventure, Comedy, Drama",Comedies,English,Movie,2.9,R,5.4,66.0,56.0,2019-05-10
Winter on Fire,9240,Documentary,"International Documentaries,International Movies,Social & Cultural Documentaries,Political Documentaries,Documentaries,Documentaries","Ukrainian, Russian, English",Movie,4.2,Not Rated,8.4,88.0,79.0,2015-10-09
Winters Bone,9242,"Adventure, Drama, Mystery","Independent Dramas,Dramas,Independent Films,Award-winning Movies,Dramas based on a book,Social Issue Dramas,Films Based on Books,Mysteries",English,Movie,4.2,R,7.1,94.0,90.0,2010-07-16
Winters Tale,9243,"Drama, Fantasy, Mystery, Romance","Romantic Dramas,Dramas,20th Century Period Pieces,Sci-Fi & Fantasy,Fantasy,Dramas based on a book,Romantic Films,Dramas based on contemporary literature,Tearjerkers,Satanic Stories,Films Based on Books,Romantic Favourites",English,Movie,1.8,PG-13,6.2,13.0,31.0,2014-02-14
Wish I Was Here,9246,"Comedy, Drama","Independent Dramas,Dramas,Independent Films,Independent Comedies,Comedies,Tearjerkers",English,Movie,2.6,R,6.7,47.0,43.0,2014-07-25
Wish You,9248,"Drama, Mystery","Romantic Dramas,Korean Movies,Dramas,LGBTQ Movies,Romantic Movies","English, Vietnamese, Khmer",Movie,5.6,R,5.9,72.0,60.0,2013-06-07
Without a Paddle,9254,"Adventure, Comedy, Mystery","Comedies,Action & Adventure,Adventures,US Movies",English,Movie,1.7,PG-13,5.9,14.0,29.0,2004-08-20
Wolf Creek 2,9258,"Action, Horror, Thriller","Horror Films,Slasher and Serial Killer Films,Australian Films","English, German",Movie,2.6,Not Rated,6.1,50.0,44.0,2014-04-17
Wolf Totem,9260,"Adventure, Drama","French Films,Action & Adventure,International Movies,Adventures,Films Based on Books","Mandarin, Mongolian",Movie,5.4,PG-13,6.7,67.0,58.0,2015-02-19
Woman in Gold,9262,"Biography, Drama, History","Dramas,Biographical Dramas,Dramas based on real life,Movies Based on Real Life,British Movies,Social Issue Dramas","English, German, Hebrew",Movie,3.0,PG-13,7.3,57.0,51.0,2015-04-10
Womans Holes,9263,"Action, Adventure, Fantasy, Sci-Fi, War","Japanese Movies based on Comics,Japanese Films,Steamy Dramas,Dramas,Japanese Dramas","English, German, Dutch, French, Spanish, Chinese, Greek,  Ancient (to 1453), North American Indian",Movie,4.1,PG-13,7.4,93.0,76.0,2017-06-02
Women on the Verge of a Nervous Breakdown,9264,"Comedy, Drama","Independent Comedies,Spanish Films,Comedies,Buddy Comedies,Classic Comedies,Classic Films,Independent Films,Award-winning Films,Spanish Comedies",Spanish,Movie,4.2,R,7.6,90.0,85.0,1988-11-11
Wonder,9266,"Drama, Family","Movies for ages 11 to 12,Dramas based on Real Life,Dramas,Family Features,Children & Family Movies,Dramas based on Books,Family Dramas,Tearjerkers,Movies Based on Real Life,Movies Based on Books,US Movies",English,Movie,3.9,PG,8.0,85.0,66.0,2017-11-17
Wonder Park,9267,"Animation, Adventure, Comedy, Family, Fantasy","Children & Family Movies,Family Sci-Fi & Fantasy",English,Movie,2.3,PG,5.9,34.0,45.0,2019-03-15
Wonder Wheel,9268,Drama,"Dramas,Romantic Movies,Romantic Dramas",English,Movie,2.3,PG-13,6.2,32.0,45.0,2017-12-15
Wonder Woman,9269,"Action, Adventure, Fantasy, Sci-Fi, War","Action Thrillers,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Action & Adventure,Fantasy,Comic Book and Superhero Films,Action","English, German, Dutch, French, Spanish, Chinese, Greek,  Ancient (to 1453), North American Indian",Movie,4.1,PG-13,7.4,93.0,76.0,2017-06-02
Wonderstruck,9272,"Adventure, Drama, Mystery","Children & Family Movies,Action & Adventure,Dramas,Adventures,Movies Based on Books,Mysteries,Family Features,US Movies","English, Spanish",Movie,3.6,PG,6.2,68.0,71.0,2017-10-20
