Key,Hidden_Gem_Score,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Title,Release Date,Box_Office_Earnings
1049,16.0,56.0,7.0,30.0,Billionaire Boys Club,2018-07-17,1349.0
1052,39.0,77.0,85.0,74.0,Billy Elliot,2000-11-10,21995263.0
1053,26.0,62.0,44.0,53.0,Billy Lynns Long Halftime Walk,2016-11-18,1738477.0
1054,20.0,64.0,42.0,16.0,Billy Madison,1995-02-10,25588734.0
1059,21.0,60.0,32.0,36.0,Bird on a Wire,1990-05-18,70978012.0
1060,42.0,77.0,91.0,87.0,Birdman or (The Unexpected Virtue of Ignorance),2014-11-14,42340598.0
1062,33.0,61.0,78.0,60.0,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020-02-07,84158461.0
1071,35.0,68.0,78.0,65.0,Black 47,2018-09-28,57520.0
1072,28.0,64.0,52.0,54.0,Black and Blue,2019-10-25,22055313.0
1077,40.0,81.0,83.0,73.0,"Black Cat, White Cat",1998-06-01,351447.0
1081,42.0,85.0,89.0,76.0,Black Friday,2007-02-09,35000.0
1082,38.0,77.0,76.0,74.0,Black Hawk Down,2002-01-18,108638745.0
1085,35.0,69.0,73.0,68.0,Black Mass,2015-09-18,62575678.0
1089,25.0,66.0,39.0,45.0,Black or White,2015-01-30,21571189.0
1091,34.0,64.0,80.0,62.0,Black Sea,2015-01-23,1171559.0
1093,41.0,80.0,85.0,79.0,Black Swan,2010-12-17,106954678.0
1096,44.0,81.0,98.0,83.0,Blackfish,2013-07-26,2073582.0
1097,23.0,54.0,32.0,51.0,Blackhat,2015-01-16,8005980.0
1098,42.0,75.0,96.0,83.0,BlacKkKlansman,2018-08-10,49275340.0
1100,29.0,67.0,57.0,52.0,Blade 2,2002-03-22,82348319.0
1102,42.0,80.0,88.0,81.0,Blade Runner 2049,2017-10-06,92054159.0
1103,42.0,81.0,90.0,84.0,Blade Runner: The Final Cut,1982-06-25,32868943.0
1104,42.0,81.0,90.0,84.0,Blade Runner: Theatrical Cut,1982-06-25,32868943.0
1105,20.0,59.0,25.0,38.0,Blade: Trinity,2004-12-08,52411906.0
1106,33.0,63.0,70.0,64.0,Blades of Glory,2007-03-30,118594548.0
1107,22.0,50.0,37.0,47.0,Blair Witch,2016-09-16,20777061.0
1110,75.0,66.0,95.0,75.0,Blaze,2018-08-17,704955.0
1119,33.0,68.0,69.0,62.0,Bleed for This,2016-11-18,5083906.0
1120,18.0,65.0,15.0,31.0,Blended,2014-05-23,46294610.0
1124,38.0,69.0,89.0,71.0,Blinded by the Light,2019-08-16,11901145.0
1127,41.0,74.0,94.0,77.0,Blindspotting,2018-07-27,4333394.0
1132,36.0,62.0,84.0,69.0,Blockers,2018-04-06,60311495.0
1136,34.0,80.0,63.0,64.0,Blood Diamond,2006-12-08,57377916.0
1142,27.0,65.0,52.0,45.0,Blood Ties,2013-10-30,42472.0
1146,23.0,68.0,40.0,29.0,Bloodsport,1988-04-29,11806119.0
1147,30.0,76.0,55.0,52.0,Blow,2001-04-06,52990775.0
1149,26.0,57.0,36.0,61.0,Blue Crush,2002-08-16,40390647.0
1152,42.0,77.0,89.0,89.0,Blue Is the Warmest Color,2013-10-09,2199787.0
1153,40.0,73.0,91.0,78.0,Blue Jasmine,2013-08-23,33405481.0
1154,39.0,73.0,91.0,69.0,Blue Jay,2016-10-11,21626.0
1156,41.0,71.0,96.0,78.0,Blue Ruin,2014-07-09,258384.0
1160,24.0,63.0,36.0,46.0,Blue Streak,1999-09-17,68518533.0
1161,35.0,64.0,78.0,66.0,Blue Thunder,1983-05-13,42313354.0
1162,40.0,74.0,87.0,81.0,Blue Valentine,2011-01-28,9706328.0
1170,12.0,49.0,7.0,18.0,Boat Trip,2003-03-21,8600126.0
1178,30.0,71.0,55.0,57.0,Body of Lies,2008-10-10,39394666.0
1197,14.0,42.0,13.0,32.0,Boogeyman,2005-02-04,46752382.0
1198,43.0,79.0,93.0,85.0,Boogie Nights,1997-10-31,26400640.0
1199,28.0,61.0,54.0,53.0,Book Club,2018-05-18,68566296.0
1200,42.0,72.0,96.0,84.0,Booksmart,2019-05-24,22680962.0
1201,24.0,55.0,43.0,45.0,Boomerang,1992-07-01,70052444.0
1203,31.0,54.0,25.0,54.0,Booty Call,1997-02-26,20050376.0
1204,42.0,73.0,91.0,89.0,Borat,2006-11-03,128505958.0
1223,36.0,69.0,81.0,69.0,Boy Erased,2018-11-08,6788692.0
1228,42.0,78.0,96.0,76.0,Boyz n the Hood,1991-07-12,57504069.0
1230,36.0,65.0,79.0,71.0,Brads Status,2017-09-15,2133158.0
1232,14.0,46.0,10.0,29.0,Brahms: The Boy II,2020-02-21,12611536.0
1242,10.0,31.0,10.0,21.0,Bratz: The Movie,2007-08-03,10010209.0
1247,38.0,83.0,78.0,68.0,Braveheart,1995-05-24,75609945.0
1255,21.0,55.0,27.0,42.0,Breaking In,2018-05-11,46840590.0
1259,32.0,72.0,68.0,51.0,Breathe,2017-10-27,490131.0
1260,30.0,64.0,56.0,60.0,Breathe In,2013-07-19,89661.0
1263,20.0,57.0,26.0,40.0,Brick Mansions,2014-04-25,20396829.0
1265,39.0,68.0,90.0,75.0,Bridesmaids,2011-05-13,169106725.0
1266,41.0,76.0,90.0,81.0,Bridge of Spies,2015-10-16,72313754.0
1267,38.0,71.0,85.0,74.0,Bridge to Terabithia,2007-02-16,82272442.0
1269,22.0,60.0,27.0,44.0,Bridget Jones: The Edge of Reason,2004-11-19,40226215.0
1270,34.0,65.0,78.0,59.0,Bridget Joness Baby,2016-09-16,24252420.0
1271,35.0,67.0,80.0,66.0,Bridget Joness Diary,2001-04-13,71543427.0
1273,27.0,61.0,58.0,44.0,Brightburn,2019-05-24,17300439.0
1275,29.0,60.0,63.0,52.0,Bring It On,2000-08-25,68379000.0
1280,42.0,77.0,87.0,87.0,Brokeback Mountain,2006-01-13,83043761.0
1281,29.0,61.0,52.0,61.0,Broken Arrow,1996-02-09,70770147.0
1282,23.0,62.0,28.0,49.0,Broken City,2013-01-18,19701164.0
1283,38.0,72.0,82.0,76.0,Broken Embraces,2010-01-15,5014305.0
1285,43.0,75.0,97.0,88.0,Brooklyn,2015-11-25,38322743.0
1292,27.0,71.0,47.0,47.0,Brothers Friend,2001-01-27,450594.0
1301,82.0,69.0,70.0,67.0,Buena Vista Social Club: Adios,2017-05-26,123445.0
1303,64.0,62.0,79.0,61.0,Buffaloed,2020-06-01,29118.0
1304,39.0,68.0,85.0,80.0,Bugsy,1991-12-20,49114016.0
1308,25.0,57.0,45.0,48.0,Bullet to the Head,2013-02-01,9489829.0
1309,42.0,74.0,97.0,81.0,Bullitt,1968-10-17,511350.0
1311,38.0,68.0,91.0,66.0,Bumblebee,2018-12-21,127195589.0
1315,78.0,66.0,97.0,57.0,Burden,2020-06-09,139270.0
1318,24.0,64.0,36.0,47.0,Burlesque,2010-11-24,39440655.0
1319,35.0,70.0,78.0,63.0,Burn After Reading,2008-09-12,60355347.0
1324,23.0,66.0,28.0,42.0,Burnt,2015-10-30,13651946.0
1326,39.0,61.0,70.0,63.0,Busters Mal Heart,2017-05-23,73121.0
1328,49.0,76.0,96.0,69.0,Butterfly,2000-08-18,2092682.0
1330,77.0,58.0,83.0,68.0,BuyBust,2018-08-10,178471.0
1333,22.0,53.0,34.0,44.0,By the Sea,2015-12-09,538460.0
1335,33.0,65.0,65.0,66.0,Byzantium,2013-05-31,89237.0
1340,33.0,66.0,71.0,64.0,Café Society,2016-08-05,11103205.0
1348,44.0,79.0,94.0,93.0,Call Me by Your Name,2018-01-19,18095701.0
1358,26.0,65.0,40.0,52.0,Cant Hardly Wait,1998-06-12,25605015.0
1364,41.0,78.0,90.0,75.0,Captain America: Civil War,2016-05-06,408084349.0
1365,39.0,79.0,82.0,72.0,Captain Fantastic,2016-07-29,5879835.0
1366,42.0,78.0,93.0,82.0,Captain Phillips,2013-10-11,107100855.0
1368,36.0,62.0,87.0,69.0,Captain Underpants: The First Epic Movie,2017-06-02,73921000.0
1369,26.0,60.0,44.0,54.0,Captive State,2019-03-15,5958315.0
1371,36.0,76.0,67.0,71.0,Carandiru,2003-04-11,216335.0
1377,38.0,79.0,81.0,65.0,Carlitos Way,1993-11-12,36948322.0
1385,43.0,72.0,94.0,94.0,Carol,2016-01-15,12711491.0
1387,27.0,59.0,50.0,53.0,Carrie,2013-10-18,35266619.0
1388,36.0,67.0,62.0,52.0,Carrie Pilby,2017-04-04,18957.0
1391,40.0,74.0,90.0,76.0,Cartel Land,2015-07-03,704352.0
1394,25.0,55.0,42.0,52.0,Casa de mi Padre,2012-05-11,5909483.0
1397,18.0,62.0,21.0,25.0,Case 39,2010-10-01,13261851.0
1398,39.0,82.0,80.0,73.0,Casino,1995-11-22,42512375.0
1399,42.0,80.0,94.0,80.0,Casino Royale,2006-11-17,167445960.0
1401,27.0,61.0,50.0,49.0,Casper,1995-05-26,100328194.0
1402,40.0,78.0,89.0,73.0,Cast Away,2000-12-22,233632142.0
1404,42.0,80.0,96.0,78.0,Castle in the Sky,1991-07-19,523664.0
1408,21.0,60.0,22.0,43.0,Catch and Release,2007-01-26,15539051.0
1409,42.0,81.0,96.0,75.0,Catch Me If You Can,2002-12-25,164615351.0
1412,36.0,71.0,80.0,65.0,Catfish,2010-10-01,3237343.0
1416,25.0,51.0,54.0,47.0,Cats and Dogs,2001-07-04,93385515.0
1417,14.0,43.0,13.0,30.0,Cats and Dogs: The Revenge of Kitty Galore,2010-07-30,43585753.0
1419,12.0,34.0,9.0,27.0,Catwoman,2004-07-23,40202379.0
1422,33.0,66.0,71.0,59.0,Celeste and Jesse Forever,2012-08-03,3094813.0
1427,30.0,65.0,55.0,60.0,Cellular,2004-09-10,32003620.0
1429,27.0,67.0,42.0,52.0,Center Stage,2000-05-12,17200925.0
1430,31.0,64.0,61.0,62.0,Centurion,2010-07-30,123570.0
1431,40.0,63.0,92.0,82.0,Certain Women,2017-02-22,1087585.0
1438,30.0,63.0,77.0,42.0,Chalet Girl,2011-10-14,1710.0
1446,35.0,64.0,81.0,67.0,Chappaquiddick,2018-04-06,17395520.0
1448,23.0,68.0,32.0,41.0,Chappie,2015-03-06,31569268.0
1452,37.0,66.0,83.0,72.0,Charlie and the Chocolate Factory,2005-07-15,206459076.0
1453,21.0,64.0,28.0,37.0,Charlie St. Cloud,2010-07-30,31162545.0
1454,36.0,70.0,82.0,67.0,Charlie Wilsons War,2007-12-21,66661095.0
1456,23.0,49.0,42.0,48.0,Charlies Angels: Full Throttle,2003-06-27,100830111.0
1459,35.0,63.0,78.0,68.0,Charlottes Web (2006),2006-12-15,82985708.0
1464,86.0,78.0,95.0,68.0,Chavela,2017-10-04,148666.0
1472,38.0,73.0,87.0,68.0,Chef,2014-05-30,31424003.0
1474,38.0,73.0,87.0,68.0,Chefs Table: BBQ,2014-05-30,31424003.0
1475,38.0,73.0,87.0,68.0,Chefs Table: France,2014-05-30,31424003.0
1486,24.0,57.0,36.0,48.0,Chicken Little,2005-11-04,135386665.0
1490,22.0,65.0,27.0,41.0,Child 44,2015-04-17,1224330.0
1493,42.0,79.0,92.0,84.0,Children of Men,2007-01-05,35552383.0
1498,51.0,74.0,92.0,77.0,Childs Pose,2013-03-08,97170.0
1503,35.0,70.0,79.0,64.0,Chinese Puzzle,2014-05-16,338523.0
1505,18.0,60.0,18.0,28.0,CHIPS,2017-03-24,18600152.0
1507,27.0,63.0,51.0,48.0,Chloe,2010-03-10,3075255.0
1514,32.0,67.0,69.0,57.0,Christine,1983-12-09,21017849.0
1518,32.0,76.0,68.0,49.0,Christmas Killing Joke,1989-12-01,73576146.0
1519,14.0,54.0,5.0,22.0,Christmas with the Kranks,2004-11-24,73780539.0
1521,37.0,70.0,85.0,69.0,Chronicle,2012-02-03,64575175.0
1524,26.0,61.0,49.0,44.0,Churchill,2017-06-02,1281258.0
1530,42.0,85.0,90.0,80.0,Cinema Paradiso,1990-02-23,12397210.0
1534,23.0,58.0,38.0,43.0,Cirque du Freak: The Vampires Assistant,2009-10-23,13869515.0
1541,47.0,85.0,98.0,99.0,City Lights,1931-03-07,19181.0
1545,35.0,72.0,74.0,63.0,City of Men,2007-08-31,325131.0
1549,27.0,64.0,49.0,46.0,CJ7,2008-01-30,207378.0
1551,65.0,70.0,40.0,55.0,Clandestine Childhood,2012-09-20,9017.0
1556,66.0,75.0,93.0,78.0,Clash,2016-07-27,18215.0
1557,33.0,69.0,68.0,59.0,Clash of the Titans,1981-06-12,41092328.0
1558,21.0,58.0,27.0,39.0,Clash of the Titans,2010-04-02,163214888.0
1563,37.0,69.0,80.0,74.0,Clear and Present Danger,1994-08-03,122187717.0
1566,24.0,64.0,34.0,45.0,Click,2006-06-23,137355633.0
1567,34.0,70.0,68.0,67.0,Climax,2018-09-19,817339.0
1571,43.0,76.0,94.0,90.0,Close Encounters of the Third Kind,1977-12-14,135189114.0
1577,34.0,72.0,68.0,65.0,Closer,2004-12-03,33987757.0
1580,32.0,74.0,66.0,55.0,Cloud Atlas,2012-10-26,27108272.0
1581,37.0,69.0,86.0,66.0,Cloudy with a Chance of Meatballs,2009-09-18,124870275.0
1582,32.0,64.0,71.0,59.0,Cloudy with a Chance of Meatballs 2,2013-09-27,119793567.0
1583,35.0,70.0,78.0,64.0,Cloverfield,2008-01-18,80048433.0
1584,24.0,57.0,44.0,42.0,Clown,2016-06-17,55007.0
1588,32.0,73.0,64.0,57.0,Coach Carter,2005-01-14,67264877.0
1590,16.0,58.0,14.0,25.0,Cobra,1986-05-23,49042224.0
1604,31.0,62.0,69.0,57.0,Cold Pursuit,2019-02-08,32138862.0
1614,39.0,75.0,86.0,71.0,Collateral,2004-08-06,101005703.0
1615,17.0,68.0,14.0,23.0,Collateral Beauty,2016-12-16,31016021.0
1618,23.0,64.0,27.0,45.0,Colombiana,2011-08-26,36665854.0
1620,36.0,62.0,86.0,70.0,Color Out of Space,2020-02-05,765561.0
1621,35.0,62.0,81.0,70.0,Colossal,2017-04-21,3029287.0
1622,43.0,72.0,97.0,89.0,Columbus,2017-08-04,1017107.0
1633,63.0,72.0,89.0,81.0,Coming Home,2014-05-16,377607.0
1634,31.0,70.0,67.0,47.0,Coming to America,1988-06-29,128152301.0
1635,60.0,67.0,40.0,36.0,Commitment,2013-12-06,76543.0
1638,19.0,52.0,25.0,36.0,Conan the Barbarian,2011-08-19,21295021.0
1642,31.0,72.0,59.0,55.0,Concussion,2015-12-25,34542474.0
1643,57.0,57.0,75.0,56.0,Concussion,2013-12-05,42606.0
1644,23.0,53.0,35.0,49.0,Coneheads,1993-07-23,21274717.0
1651,16.0,53.0,22.0,22.0,Congo,1995-06-09,81022101.0
1652,36.0,73.0,80.0,65.0,conjuring 2,2016-06-10,102470008.0
1661,29.0,67.0,57.0,49.0,Conspiracy Theory,1997-08-08,75982834.0
1662,28.0,70.0,46.0,50.0,Constantine,2005-02-18,75976178.0
1663,37.0,67.0,85.0,70.0,Contagion,2011-09-09,75658097.0
1666,28.0,65.0,51.0,51.0,Contraband,2012-01-13,66528000.0
1667,26.0,53.0,53.0,48.0,Contracted,2013-11-22,4105.0
1670,34.0,72.0,68.0,61.0,Conviction,2010-11-05,6783129.0
1675,25.0,57.0,45.0,49.0,Cooties,2015-09-18,60058.0
1676,35.0,63.0,81.0,66.0,Cop Car,2015-08-07,134552.0
1678,18.0,56.0,19.0,31.0,Cop Out,2010-02-26,44875481.0
1680,41.0,77.0,90.0,80.0,Coraline,2009-02-06,75286229.0
1682,40.0,73.0,84.0,83.0,Corpse Bride,2005-09-23,53359111.0
1688,15.0,55.0,10.0,23.0,Couples Retreat,2009-10-09,109204945.0
1689,25.0,70.0,36.0,42.0,Courageous,2011-09-30,34522221.0
1692,34.0,79.0,64.0,61.0,Cowboy Bebop: The Movie,2003-05-16,1000045.0
1693,26.0,60.0,44.0,50.0,Cowboys and Aliens,2011-07-29,100240551.0
1698,31.0,69.0,61.0,57.0,Crank,2006-09-01,27838408.0
1699,28.0,62.0,64.0,41.0,Crank 2: High Voltage,2009-04-17,13684249.0
1702,34.0,61.0,84.0,60.0,Crawl,2019-07-12,39014193.0
1707,39.0,69.0,91.0,74.0,Crazy Rich Asians,2018-08-15,174532921.0
1709,37.0,74.0,79.0,68.0,"Crazy, Stupid, Love",2011-07-29,84351197.0
1713,42.0,76.0,95.0,82.0,Creed,2015-11-25,109767581.0
1714,37.0,71.0,83.0,66.0,Creed II,2018-11-21,115715889.0
1725,21.0,63.0,30.0,36.0,Criminal,2016-04-15,14708696.0
1732,34.0,65.0,72.0,66.0,Crimson Peak,2015-10-16,31090320.0
1738,36.0,66.0,88.0,62.0,Crocodile Dundee,1986-09-26,174803506.0
1739,18.0,57.0,10.0,41.0,Crocodile Dundee 2,1988-05-25,109306210.0
1743,33.0,71.0,75.0,55.0,Crossroads,1986-03-14,5839031.0
1745,45.0,78.0,97.0,94.0,"Crouching Tiger, Hidden Dragon",2001-01-12,128078872.0
1752,33.0,72.0,63.0,61.0,Cube,1998-07-11,501818.0
1757,33.0,65.0,70.0,62.0,Curious George,2006-02-10,58360760.0
1759,34.0,70.0,65.0,70.0,Curse of the Golden Flower,2007-01-12,6566773.0
1764,29.0,55.0,62.0,59.0,Cybernatural,2015-04-17,32482090.0
1768,23.0,53.0,41.0,42.0,D.E.B.S.,2005-03-25,97446.0
1777,8.0,31.0,1.0,13.0,Daddy Day Camp,2007-08-08,13235267.0
1778,20.0,56.0,27.0,39.0,Daddy Day Care,2003-05-09,104297061.0
1779,22.0,62.0,30.0,42.0,Daddys Home,2015-12-25,150357137.0
1780,18.0,60.0,21.0,30.0,Daddys Home 2,2017-11-10,104029443.0
1785,42.0,80.0,93.0,80.0,Dallas Buyers Club,2013-11-22,27298285.0
1787,60.0,55.0,68.0,63.0,Damsel,2018-06-22,305136.0
1793,35.0,80.0,69.0,61.0,Dancer in the Dark,2000-10-06,4184036.0
1794,39.0,80.0,83.0,72.0,Dances with Wolves,1990-11-21,184208848.0
1801,41.0,76.0,93.0,74.0,Dangerous Liaisons,1989-02-24,34670720.0
1816,54.0,72.0,62.0,56.0,Dark Blue World,2001-05-17,258771.0
1823,21.0,62.0,23.0,39.0,Dark Places,2015-06-18,208588.0
1824,25.0,62.0,35.0,55.0,Dark Shadows,2012-05-11,79727149.0
1825,26.0,63.0,41.0,50.0,Dark Skies,2013-02-22,17418667.0
1828,39.0,74.0,84.0,75.0,Darkest Hour,2017-12-22,56468410.0
1829,12.0,55.0,4.0,15.0,Darkness,2004-12-25,22163442.0
1831,45.0,83.0,98.0,86.0,Das Boot: Directors Cut,1982-02-10,11487676.0
1832,45.0,83.0,98.0,86.0,Das Boot: Theatrical Cut,1982-02-10,11487676.0
1834,31.0,63.0,66.0,56.0,Date Night,2010-04-09,98711404.0
1849,34.0,73.0,75.0,59.0,Dawn of the Dead,2004-03-19,59020957.0
1850,41.0,76.0,90.0,79.0,Dawn of the Planet of the Apes,2014-07-11,208545589.0
1855,44.0,76.0,90.0,96.0,Days of Being Wild,1990-12-15,146310.0
1856,26.0,61.0,38.0,60.0,Days of Thunder,1990-06-27,82670733.0
1867,37.0,68.0,83.0,70.0,Dead Calm,1989-04-07,7825009.0
1870,24.0,65.0,41.0,39.0,Dead Man Down,2013-03-08,10895295.0
1873,19.0,62.0,20.0,34.0,Dead Silence,2007-03-16,16809076.0
1877,38.0,80.0,85.0,65.0,Deadpool,2016-02-12,363070709.0
1879,70.0,63.0,64.0,58.0,Dean,2017-06-02,254536.0
1883,22.0,63.0,28.0,43.0,Dear John,2010-02-05,80014842.0
1886,39.0,61.0,91.0,79.0,Dear White People,2014-12-04,4404154.0
1888,25.0,57.0,43.0,51.0,Death at a Funeral,2010-04-16,42739347.0
1898,25.0,64.0,42.0,43.0,Death Race,2008-08-22,36316032.0
1900,21.0,68.0,20.0,36.0,Death Sentence,2007-08-31,9534258.0
1902,31.0,70.0,68.0,51.0,Death Wish,1974-07-24,22000000.0
1903,19.0,64.0,18.0,31.0,Death Wish (2018),2018-03-02,34017028.0
1904,15.0,59.0,11.0,18.0,Death Wish 3,1985-11-01,16116878.0
1906,14.0,50.0,6.0,28.0,Deck the Halls,2006-11-22,35093569.0
1907,63.0,70.0,86.0,73.0,Declaration of War,2011-08-31,59100.0
1909,29.0,59.0,59.0,54.0,Deep Blue Sea,1999-07-28,73648142.0
1910,25.0,62.0,45.0,40.0,Deep Impact,1998-05-08,140464664.0
1912,37.0,71.0,83.0,68.0,Deepwater Horizon,2016-09-30,61433527.0
1916,31.0,72.0,58.0,58.0,Defiance,2009-01-16,28644813.0
1917,33.0,71.0,70.0,59.0,"Definitely, Maybe",2008-02-14,32241649.0
1922,39.0,76.0,89.0,66.0,Delhi Belly,2011-07-01,1532594.0
1924,39.0,76.0,89.0,66.0,Delicatessen,1992-04-03,1794187.0
1926,22.0,62.0,28.0,40.0,Deliver Us from Evil,2014-07-02,30577122.0
1931,29.0,70.0,53.0,49.0,Demolition,2016-04-08,1978592.0
1932,27.0,67.0,60.0,34.0,Demolition Man,1993-10-08,58055768.0
1939,27.0,70.0,42.0,49.0,Den of Thieves,2018-01-19,44947622.0
1942,22.0,56.0,27.0,49.0,Dennis the Menace,1993-06-25,51270765.0
1948,38.0,81.0,80.0,68.0,Departures,2009-06-19,1498210.0
1963,32.0,72.0,64.0,55.0,Desperado,1995-08-25,25405445.0
1964,38.0,76.0,81.0,72.0,Despicable Me,2010-07-09,251513985.0
1965,35.0,73.0,75.0,62.0,Despicable Me 2,2013-07-03,368065385.0
1966,28.0,63.0,58.0,49.0,Despicable Me 3,2017-06-30,264624300.0
1976,39.0,73.0,82.0,77.0,Detroit,2017-08-04,16790139.0
1977,13.0,47.0,9.0,23.0,Deuce Bigalow: European Gigolo,2005-08-12,22400154.0
1979,26.0,62.0,50.0,44.0,Devil,2010-09-17,33601190.0
1989,39.0,72.0,87.0,76.0,Dheepan,2016-05-13,261819.0
1991,32.0,70.0,65.0,55.0,Dhobi Ghat (Mumbai Diaries),2011-01-21,576639.0
1995,16.0,55.0,7.0,35.0,Diana,2013-09-20,335359.0
2003,15.0,49.0,12.0,27.0,Did You Hear About the Morgans?,2009-12-18,29580087.0
2006,41.0,82.0,94.0,72.0,Die Hard,1988-07-20,83844093.0
2008,37.0,71.0,82.0,69.0,Die Hard 4.0,2007-06-27,134529403.0
2009,32.0,76.0,59.0,58.0,Die Hard: With a Vengeance,1995-05-19,100012499.0
2027,26.0,59.0,42.0,56.0,Dinner for Schmucks,2010-07-30,73026337.0
2034,34.0,70.0,68.0,65.0,Dirty Dancing,1987-08-21,64577242.0
2035,15.0,59.0,11.0,21.0,Dirty Grandpa,2016-01-22,35593113.0
2036,43.0,77.0,89.0,90.0,Dirty Harry,1971-12-23,35976000.0
2041,30.0,61.0,59.0,58.0,Disclosure,1994-12-09,83015089.0
2043,35.0,75.0,70.0,64.0,Disconnect,2013-07-05,1436900.0
2046,37.0,66.0,84.0,74.0,Disobedience,2018-04-27,3498782.0
2047,54.0,62.0,72.0,66.0,Disorder,2016-08-19,51879.0
2049,37.0,72.0,80.0,70.0,District 13,2006-06-02,1200216.0
2050,34.0,65.0,75.0,64.0,District 13: Ultimatum,2009-02-18,36136.0
2051,42.0,79.0,90.0,81.0,District 9,2009-08-14,115646235.0
2052,33.0,68.0,69.0,62.0,Disturbia,2007-04-13,80209692.0
2054,26.0,66.0,41.0,48.0,Divergent,2014-03-21,150947895.0
2055,65.0,76.0,90.0,69.0,Divided We Fall,2000-03-16,1332586.0
2056,26.0,61.0,45.0,48.0,Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,69599016.0
2058,42.0,84.0,87.0,81.0,Django Unchained,2012-12-25,162805434.0
2067,35.0,73.0,78.0,59.0,Doctor Sleep,2019-11-08,31581712.0
2068,39.0,75.0,89.0,72.0,Doctor Strange,2016-11-04,232641920.0
2071,39.0,80.0,84.0,69.0,Doctor Zhivago,1965-12-31,111721910.0
2075,32.0,67.0,71.0,55.0,Dodgeball: A True Underdog Story,2004-06-18,114326736.0
2076,44.0,80.0,96.0,86.0,Dog Day Afternoon,1975-12-25,50000000.0
2078,38.0,72.0,84.0,71.0,Dogman,2019-04-12,148225.0
2081,41.0,77.0,92.0,76.0,Dogtown and Z-Boys,2002-05-10,1300682.0
2084,16.0,56.0,14.0,26.0,Dolittle,2020-01-17,77047065.0
2087,36.0,69.0,82.0,64.0,Dolphin Tale,2011-09-23,72286779.0
2088,39.0,64.0,66.0,58.0,Dolphin Tale 2,2014-09-12,42024533.0
2093,32.0,71.0,71.0,49.0,Don 2,2011-12-23,3680306.0
2094,35.0,65.0,79.0,66.0,Don Jon,2013-09-27,24477704.0
2097,40.0,77.0,88.0,76.0,Donnie Brasco,1997-02-28,41909762.0
2100,29.0,56.0,60.0,56.0,Dont Be Afraid of the Dark,2011-08-26,24046682.0
2102,81.0,68.0,83.0,77.0,Dont Call Me Son,2016-07-21,11678.0
2113,17.0,52.0,18.0,34.0,Doom,2005-10-21,28212337.0
2114,27.0,60.0,51.0,51.0,Doomsday,2008-03-14,11008770.0
2116,39.0,72.0,89.0,72.0,Dope,2015-06-19,17506470.0
2117,35.0,61.0,85.0,63.0,Dora and the Lost City of Gold,2019-08-09,60477943.0
2158,22.0,65.0,27.0,40.0,Double Jeopardy,1999-09-24,116741558.0
2167,42.0,82.0,90.0,82.0,Downfall,2005-04-08,5509040.0
2169,28.0,57.0,47.0,63.0,Downsizing,2017-12-22,24449754.0
2175,11.0,40.0,9.0,19.0,Dr. Seuss The Cat in the Hat,2003-11-21,101149285.0
2176,29.0,63.0,59.0,51.0,Dr. Seuss The Grinch,2018-11-09,271094731.0
2177,32.0,64.0,83.0,46.0,Dr. Seuss The Lorax,2012-03-02,214030500.0
2180,21.0,63.0,25.0,40.0,Dracula Untold,2014-10-10,56280355.0
2181,30.0,68.0,60.0,54.0,Draft Day,2014-04-11,28842237.0
2182,40.0,65.0,92.0,83.0,Drag Me to Hell,2009-05-29,42100625.0
2184,36.0,71.0,85.0,62.0,Dragon,2011-07-04,11137.0
2198,35.0,70.0,74.0,69.0,Dragon: The Bruce Lee Story,1993-05-07,35113743.0
2199,27.0,65.0,50.0,49.0,Dragonheart,1996-05-31,51367375.0
2200,36.0,71.0,85.0,62.0,Dragons Dogma,2011-07-04,11137.0
2208,17.0,60.0,6.0,35.0,Dream House,2011-09-30,21302340.0
2209,20.0,55.0,28.0,35.0,Dreamcatcher,2003-03-21,33715436.0
2210,37.0,65.0,78.0,76.0,Dreamgirls,2006-12-25,103365956.0
2216,35.0,71.0,79.0,60.0,Dredd,2012-09-21,13414714.0
2220,21.0,57.0,26.0,41.0,Drillbit Taylor,2008-03-21,32862104.0
2222,41.0,78.0,92.0,78.0,Drive,2011-09-16,35061555.0
2232,62.0,53.0,57.0,58.0,Duck Butter,2018-04-27,6877.0
2233,26.0,65.0,40.0,51.0,Due Date,2010-11-05,100539043.0
2235,30.0,73.0,68.0,41.0,Dumb and Dumber,1994-12-16,127175374.0
2236,20.0,56.0,30.0,36.0,Dumb and Dumber To,2014-11-14,86208010.0
2237,11.0,34.0,10.0,19.0,Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,26276465.0
2239,26.0,65.0,51.0,39.0,Dune,1984-12-14,30925690.0
2241,44.0,78.0,92.0,94.0,Dunkirk,2017-07-21,189740665.0
2242,32.0,61.0,65.0,69.0,Duplicity,2009-03-20,40572825.0
2246,45.0,78.0,98.0,91.0,E.T. the Extra-Terrestrial,1982-06-11,435110554.0
2247,22.0,66.0,26.0,43.0,Eagle Eye,2008-09-26,101440743.0
2248,35.0,61.0,80.0,68.0,Early Man,2018-02-16,8267544.0
2256,38.0,70.0,85.0,72.0,Easy A,2010-09-17,58401464.0
