Key,Hidden Gem Score,IMDb Score,Rotten Tomatoes Score,Metacritic Score
6154,5.7,7.5,82.0,75.0
6156,3.7,7.5,78.0,71.0
6158,3.3,6.1,76.0,62.0
6160,2.9,5.7,55.0,60.0
6161,3.5,6.8,80.0,61.0
6162,1.8,5.5,19.0,35.0
6163,3.1,6.6,59.0,59.0
6166,2.3,5.6,46.0,39.0
6180,4.0,8.1,88.0,74.0
6181,3.2,7.0,61.0,60.0
6182,2.8,6.6,52.0,48.0
6183,2.1,6.2,18.0,44.0
6192,3.8,7.5,82.0,73.0
6193,5.0,5.9,84.0,59.0
6198,2.5,6.0,48.0,45.0
6203,2.0,5.7,22.0,41.0
6204,3.1,6.3,65.0,56.0
6209,3.0,6.5,58.0,55.0
6210,1.9,6.7,13.0,34.0
6211,2.9,6.7,53.0,52.0
6212,3.9,7.0,91.0,72.0
6215,2.3,6.0,38.0,41.0
6235,3.2,6.4,62.0,65.0
6241,4.3,6.6,40.0,47.0
6243,8.5,6.4,93.0,64.0
6248,2.5,6.1,49.0,43.0
6249,2.2,5.9,30.0,42.0
6250,2.6,6.3,47.0,45.0
6253,2.0,5.2,27.0,40.0
6264,3.4,7.5,72.0,59.0
6275,3.8,6.8,82.0,77.0
6276,3.5,6.1,82.0,66.0
6277,2.9,6.5,50.0,59.0
6279,5.1,7.3,90.0,70.0
6280,3.3,6.2,83.0,53.0
6283,7.1,5.9,68.0,56.0
6284,4.5,8.6,93.0,91.0
6286,2.4,6.6,36.0,40.0
6287,2.3,6.2,28.0,48.0
6288,2.1,6.0,39.0,30.0
6295,3.7,7.3,75.0,72.0
6296,3.8,8.3,82.0,65.0
6298,2.7,6.2,52.0,48.0
6299,1.6,5.3,15.0,29.0
6300,2.3,5.5,35.0,49.0
6301,2.1,5.1,35.0,40.0
6302,0.8,3.5,4.0,11.0
6303,3.3,6.2,77.0,61.0
6304,3.8,8.0,89.0,59.0
6306,4.7,8.9,97.0,94.0
6309,4.5,6.0,56.0,52.0
6311,4.1,7.1,91.0,82.0
6318,1.9,5.1,31.0,35.0
6319,1.8,5.1,22.0,34.0
6321,2.6,6.6,41.0,48.0
6323,3.8,7.5,82.0,69.0
6324,2.3,6.3,44.0,32.0
6326,2.9,6.1,60.0,52.0
6331,4.1,7.6,89.0,78.0
6333,7.0,6.9,77.0,61.0
6334,3.5,6.8,76.0,66.0
6337,4.0,7.6,92.0,71.0
6338,1.6,5.4,11.0,28.0
6345,2.5,5.8,44.0,46.0
6353,2.5,6.3,39.0,45.0
6356,5.7,7.5,94.0,84.0
6359,2.6,6.6,46.0,46.0
6360,3.5,7.0,76.0,63.0
6366,2.4,6.9,28.0,44.0
6368,4.0,5.2,95.0,74.0
6369,2.1,4.8,34.0,46.0
6370,8.4,6.9,100.0,68.0
6376,3.3,6.8,65.0,67.0
6379,4.2,7.5,99.0,80.0
6381,2.1,5.8,22.0,47.0
6382,4.3,8.5,93.0,79.0
6384,4.3,7.6,97.0,84.0
6388,7.8,7.0,75.0,63.0
6393,1.8,5.4,16.0,36.0
6394,3.0,6.9,58.0,52.0
6395,1.9,5.4,20.0,37.0
6396,3.9,7.8,82.0,74.0
6402,3.6,6.5,92.0,62.0
6408,3.9,8.6,83.0,65.0
6409,2.3,7.6,27.0,36.0
6410,3.7,7.2,83.0,66.0
6415,3.1,7.1,60.0,55.0
6417,1.6,5.5,12.0,30.0
6418,1.5,4.5,16.0,27.0
6419,2.6,5.6,49.0,53.0
6420,2.7,6.5,46.0,49.0
6422,1.7,5.1,16.0,36.0
6424,4.2,7.2,96.0,86.0
6425,7.6,6.9,89.0,58.0
6426,4.1,7.0,94.0,81.0
6429,2.3,6.4,33.0,40.0
6430,2.9,5.9,67.0,50.0
6432,3.9,7.6,91.0,68.0
6433,2.6,5.9,49.0,48.0
6434,3.7,7.2,79.0,72.0
6438,3.3,6.9,74.0,53.0
6440,2.4,6.0,36.0,48.0
6443,4.1,7.9,92.0,76.0
6445,4.2,7.3,99.0,81.0
6449,3.9,7.0,90.0,71.0
6455,7.2,7.0,75.0,63.0
6461,3.4,7.6,69.0,57.0
6462,3.0,7.5,59.0,48.0
6465,2.5,5.9,40.0,51.0
6467,2.5,6.1,44.0,45.0
6469,4.0,6.8,91.0,79.0
6470,2.8,6.4,58.0,46.0
6471,2.5,6.3,43.0,45.0
6483,3.2,7.0,60.0,63.0
6484,7.1,7.4,100.0,88.0
6487,3.4,6.4,85.0,58.0
6490,3.0,6.7,67.0,49.0
6492,2.9,7.2,47.0,53.0
6496,4.0,4.7,47.0,53.0
6497,3.3,7.3,69.0,59.0
6499,3.0,6.3,58.0,58.0
6501,2.7,6.1,42.0,58.0
6505,1.3,4.8,7.0,25.0
6507,3.5,8.2,68.0,63.0
6511,1.5,4.3,12.0,34.0
6512,4.2,7.6,92.0,82.0
6513,3.2,7.1,63.0,61.0
6515,3.8,7.1,81.0,75.0
6516,4.4,7.5,97.0,94.0
6518,3.0,5.8,61.0,60.0
6521,3.9,7.2,83.0,79.0
6522,4.5,8.6,96.0,85.0
6524,2.1,6.5,31.0,31.0
6525,1.3,5.0,10.0,16.0
6526,4.0,5.2,64.0,53.0
6531,4.2,7.7,92.0,81.0
6533,3.5,7.2,76.0,64.0
6534,6.2,6.4,77.0,63.0
6535,3.9,8.0,77.0,74.0
6536,2.6,6.5,43.0,46.0
6540,3.4,7.1,72.0,59.0
6541,4.2,7.9,95.0,79.0
6542,3.4,7.1,72.0,59.0
6546,3.0,6.4,53.0,63.0
6549,3.1,6.8,63.0,53.0
6550,1.7,5.3,15.0,32.0
6559,3.0,6.0,60.0,58.0
6560,8.7,7.2,92.0,71.0
6568,7.0,6.9,84.0,62.0
6571,2.4,5.7,38.0,50.0
6577,1.4,4.4,16.0,26.0
6579,2.6,5.8,48.0,51.0
6583,2.2,5.3,38.0,39.0
6585,4.2,7.2,100.0,77.0
6586,3.2,6.5,64.0,64.0
6587,2.2,6.3,20.0,48.0
6589,1.9,5.6,25.0,34.0
6590,3.6,6.8,75.0,72.0
6591,6.7,6.6,97.0,75.0
6594,3.4,7.3,69.0,65.0
6596,4.4,5.9,78.0,62.0
6597,1.2,3.2,8.0,30.0
6598,3.9,6.9,92.0,72.0
6599,4.2,8.0,91.0,84.0
6601,3.4,6.6,76.0,60.0
6605,3.3,7.0,80.0,50.0
6606,2.4,6.7,31.0,45.0
6607,2.3,6.0,40.0,40.0
6608,3.0,5.4,69.0,58.0
6609,3.5,8.3,73.0,55.0
6610,2.1,4.5,36.0,45.0
6611,3.6,7.1,79.0,65.0
6612,2.9,6.4,57.0,51.0
6613,2.8,6.1,49.0,57.0
6615,3.2,7.3,61.0,58.0
6616,4.1,7.1,94.0,84.0
6617,4.1,7.1,94.0,84.0
6619,7.4,6.1,71.0,52.0
6621,4.9,6.7,82.0,66.0
6622,2.8,6.4,51.0,54.0
6631,2.1,6.4,25.0,36.0
6638,2.9,6.1,65.0,48.0
6642,1.2,5.7,6.0,11.0
6645,3.4,6.2,82.0,63.0
6646,2.2,6.1,42.0,32.0
6648,1.8,5.9,15.0,36.0
6652,3.4,6.7,72.0,66.0
6654,2.7,7.2,61.0,29.0
6658,2.9,6.4,62.0,49.0
6660,1.9,5.7,21.0,37.0
6662,4.4,7.5,96.0,91.0
6663,0.8,2.2,6.0,20.0
6666,4.4,8.1,99.0,85.0
6667,2.6,5.7,44.0,54.0
6669,7.6,7.1,88.0,68.0
6671,2.9,6.5,63.0,47.0
6676,3.7,7.6,78.0,68.0
6679,4.0,6.9,93.0,80.0
6682,2.8,7.0,45.0,53.0
6684,4.0,7.5,92.0,74.0
6685,3.8,7.7,80.0,73.0
6686,3.2,7.4,60.0,57.0
6687,5.0,6.3,92.0,74.0
6694,2.8,6.5,43.0,59.0
6699,2.8,6.4,53.0,48.0
6702,1.7,5.3,17.0,34.0
6707,1.8,5.8,17.0,36.0
6708,1.9,6.4,15.0,37.0
6710,2.5,5.8,43.0,49.0
6711,1.2,4.5,9.0,19.0
6713,7.0,5.9,55.0,46.0
6714,1.1,3.9,4.0,23.0
6715,2.3,6.0,41.0,37.0
6719,1.8,6.1,11.0,35.0
6721,3.9,7.3,90.0,73.0
6722,4.2,7.3,93.0,83.0
6723,3.1,6.2,63.0,59.0
6724,3.9,7.5,91.0,69.0
6725,4.0,7.4,92.0,73.0
6726,4.5,8.4,97.0,87.0
6734,3.2,7.2,70.0,52.0
6735,4.7,8.6,97.0,96.0
6738,3.5,7.3,77.0,62.0
6742,4.5,8.1,97.0,93.0
6743,4.5,8.1,97.0,93.0
6744,3.0,5.3,67.0,63.0
6748,4.0,7.0,95.0,75.0
6749,3.3,7.1,66.0,63.0
6750,3.6,5.5,93.0,71.0
6751,3.2,5.2,75.0,66.0
6752,2.4,4.3,45.0,57.0
6753,1.6,3.5,22.0,37.0
6758,3.5,7.2,77.0,64.0
6761,4.1,8.1,91.0,75.0
6762,2.4,6.5,36.0,41.0
6763,3.7,6.1,56.0,36.0
6766,4.2,7.9,94.0,82.0
6767,3.8,7.1,86.0,68.0
6768,3.9,7.7,84.0,72.0
6772,4.0,7.6,92.0,71.0
6773,2.8,6.6,47.0,55.0
6774,3.0,6.4,54.0,64.0
6775,2.6,6.4,39.0,51.0
6780,3.6,7.6,76.0,66.0
6783,3.8,7.7,81.0,69.0
6785,3.1,7.2,65.0,51.0
6788,3.6,7.1,84.0,64.0
6791,1.4,5.1,10.0,24.0
6794,1.2,4.7,0.0,23.0
6795,8.8,7.5,95.0,69.0
6796,1.6,5.1,12.0,35.0
6797,3.2,6.9,59.0,66.0
6798,3.3,7.3,68.0,56.0
6803,8.7,6.8,96.0,81.0
6804,2.9,6.9,55.0,51.0
6805,2.2,6.5,21.0,48.0
6806,2.3,6.2,28.0,50.0
6807,2.6,6.2,47.0,45.0
6808,2.5,6.0,42.0,45.0
6809,2.5,6.4,41.0,43.0
6810,2.9,6.8,46.0,58.0
6813,4.0,7.2,85.0,82.0
6821,4.3,7.4,64.0,45.0
6822,3.2,6.8,67.0,56.0
6823,3.4,7.0,68.0,67.0
6825,2.0,5.5,20.0,43.0
6827,2.1,5.5,25.0,44.0
6832,3.2,6.8,66.0,56.0
6836,4.0,7.8,89.0,72.0
6837,7.9,6.8,93.0,66.0
6838,6.2,5.8,56.0,55.0
6840,7.3,5.9,58.0,57.0
6842,4.1,6.9,94.0,82.0
6843,3.6,7.5,73.0,67.0
6847,7.3,4.8,56.0,54.0
6856,3.7,6.9,86.0,68.0
6857,1.6,4.5,11.0,37.0
6862,7.4,6.4,100.0,86.0
6863,3.9,6.9,90.0,76.0
6867,3.1,5.9,67.0,61.0
6868,3.4,5.5,81.0,66.0
6869,3.0,7.2,58.0,49.0
6872,7.6,7.0,90.0,70.0
6873,7.7,7.2,73.0,76.0
6880,1.9,6.0,22.0,33.0
6884,2.9,6.7,56.0,52.0
6886,3.5,6.9,73.0,66.0
6892,2.1,6.0,26.0,40.0
6897,3.9,7.4,85.0,74.0
6900,3.3,6.7,72.0,57.0
6916,3.5,7.2,77.0,64.0
6917,5.5,6.6,90.0,66.0
6919,3.7,7.0,81.0,72.0
6921,1.7,4.1,24.0,35.0
6924,4.0,7.6,88.0,76.0
6927,1.6,4.5,17.0,33.0
6928,1.2,3.7,11.0,24.0
6929,3.4,6.0,75.0,72.0
6931,4.1,7.3,94.0,80.0
6935,5.8,6.4,91.0,85.0
6938,2.3,5.6,37.0,45.0
6939,3.5,6.7,79.0,64.0
6945,1.5,5.6,8.0,28.0
6946,1.5,5.6,8.0,28.0
6950,4.1,7.4,93.0,79.0
6956,4.0,7.3,86.0,83.0
6957,3.8,7.4,85.0,60.0
6958,5.5,6.9,96.0,87.0
6962,1.8,6.7,15.0,27.0
6963,4.2,6.2,79.0,72.0
6965,1.0,3.6,5.0,18.0
6967,3.4,7.0,72.0,64.0
6974,2.0,6.5,25.0,32.0
6975,2.6,6.3,37.0,56.0
6976,3.1,7.6,54.0,56.0
6977,3.6,6.9,73.0,76.0
6979,3.7,7.2,81.0,67.0
6981,2.0,5.8,25.0,40.0
6986,2.9,6.5,56.0,56.0
6987,5.5,6.1,60.0,52.0
6990,5.8,6.1,70.0,56.0
6991,2.2,6.3,28.0,42.0
6996,3.5,6.6,79.0,68.0
6997,5.8,6.4,62.0,54.0
6998,3.1,7.8,59.0,51.0
6999,2.2,6.3,22.0,45.0
7000,1.6,6.0,12.0,26.0
7001,2.2,6.2,28.0,45.0
7002,2.0,6.3,22.0,38.0
7004,3.6,7.2,81.0,65.0
7013,4.3,7.9,92.0,86.0
7016,3.4,6.6,71.0,66.0
7018,1.9,4.9,24.0,39.0
7026,8.7,7.1,94.0,78.0
7029,2.1,5.8,25.0,43.0
7032,4.5,8.2,96.0,94.0
7039,2.8,4.6,57.0,64.0
7040,3.5,7.2,77.0,64.0
7043,2.5,6.6,33.0,48.0
7044,3.3,6.9,69.0,62.0
7045,2.6,6.3,44.0,48.0
7050,4.3,6.1,71.0,57.0
7052,3.8,6.8,91.0,69.0
7057,1.8,5.8,21.0,31.0
7058,2.3,6.0,38.0,40.0
7059,2.4,6.1,35.0,45.0
7060,1.9,4.8,23.0,40.0
7061,2.6,6.8,40.0,51.0
7065,4.2,7.5,93.0,82.0
7070,2.9,6.8,52.0,55.0
7072,1.7,5.4,21.0,27.0
7073,4.2,8.5,93.0,75.0
7074,3.3,6.3,69.0,66.0
7075,2.1,6.3,27.0,38.0
7076,2.5,6.5,33.0,49.0
7082,6.2,6.8,88.0,74.0
7087,2.4,5.7,37.0,49.0
7089,3.5,6.6,77.0,68.0
7090,2.8,6.4,50.0,54.0
7092,2.0,6.2,22.0,36.0
7103,3.3,7.1,68.0,58.0
7104,2.0,5.3,23.0,45.0
7108,3.8,7.1,85.0,73.0
7111,1.7,5.2,15.0,33.0
7112,2.5,5.9,40.0,49.0
7114,2.4,6.3,38.0,41.0
7115,3.8,7.5,89.0,62.0
7119,2.9,7.3,51.0,51.0
7122,3.2,6.9,64.0,57.0
7123,3.3,7.0,71.0,60.0
7125,6.8,5.8,77.0,59.0
7127,1.6,3.6,19.0,38.0
7129,3.6,7.3,74.0,68.0
7134,2.9,7.2,54.0,51.0
7135,4.1,7.2,84.0,90.0
7136,4.9,7.1,100.0,78.0
7139,3.5,6.9,72.0,66.0
7140,2.8,6.6,51.0,53.0
7142,3.2,6.3,66.0,61.0
7145,4.3,7.0,94.0,60.0
7149,2.5,6.3,43.0,43.0
7150,3.3,6.4,73.0,60.0
7152,3.0,5.8,62.0,59.0
7153,1.0,4.1,3.0,18.0
7154,3.0,6.2,65.0,56.0
7157,3.6,6.7,84.0,65.0
7158,1.7,5.7,16.0,30.0
7159,4.4,7.9,95.0,89.0
7160,3.7,6.3,80.0,80.0
7162,3.7,7.5,76.0,68.0
7164,6.1,6.1,53.0,55.0
7166,1.8,5.4,15.0,37.0
7167,2.7,6.7,49.0,47.0
7168,5.8,7.7,75.0,55.0
7169,0.9,3.8,5.0,12.0
7170,4.0,7.5,86.0,77.0
7171,3.0,6.5,62.0,53.0
7173,3.9,7.4,85.0,76.0
7174,4.2,6.8,98.0,86.0
7180,2.7,5.3,47.0,62.0
7181,4.0,7.3,89.0,79.0
7182,5.7,6.3,79.0,64.0
7183,3.7,7.2,80.0,69.0
7185,3.8,7.6,81.0,70.0
7190,5.3,7.1,64.0,60.0
7191,2.2,6.7,20.0,43.0
7192,2.8,5.5,56.0,55.0
7196,4.1,7.8,96.0,72.0
7197,5.4,7.4,70.0,48.0
7201,3.6,6.3,79.0,77.0
7202,1.6,5.5,13.0,25.0
7203,4.4,6.6,43.0,54.0
7204,3.0,7.2,54.0,49.0
7206,3.0,7.8,56.0,49.0
7208,3.4,6.4,74.0,66.0
7212,2.2,6.1,43.0,31.0
7213,4.1,7.8,88.0,81.0
7215,4.3,7.5,98.0,86.0
7218,6.3,8.1,91.0,73.0
7222,8.5,7.4,100.0,69.0
7223,6.2,6.6,7.0,26.0
7225,3.9,6.5,86.0,81.0
7226,5.7,6.5,81.0,68.0
7227,8.1,7.7,100.0,74.0
7229,3.2,7.6,66.0,53.0
7230,3.0,5.6,60.0,66.0
7233,1.6,5.8,8.0,31.0
7235,3.5,7.9,73.0,60.0
7236,8.9,6.9,97.0,87.0
7238,2.2,6.3,33.0,39.0
7241,2.8,6.9,46.0,53.0
7242,2.0,6.6,22.0,31.0
7243,3.7,7.3,83.0,67.0
7244,3.0,6.5,56.0,62.0
7245,2.5,7.8,28.0,44.0
7246,1.8,6.3,23.0,24.0
7249,2.8,6.3,53.0,50.0
7252,1.5,5.6,12.0,22.0
7253,3.8,7.9,83.0,68.0
7254,3.0,6.6,55.0,61.0
7255,3.9,7.7,82.0,73.0
7256,4.3,8.0,92.0,85.0
7257,2.2,6.0,29.0,42.0
7259,1.5,4.7,12.0,30.0
7261,3.8,7.6,86.0,68.0
7264,2.9,6.0,62.0,54.0
7265,3.7,7.1,82.0,70.0
7266,2.8,6.7,44.0,56.0
7267,4.2,7.7,95.0,78.0
7270,3.9,7.8,89.0,66.0
7271,2.3,5.8,34.0,45.0
7274,3.9,7.6,90.0,69.0
7275,5.8,6.5,63.0,50.0
7276,2.4,6.2,37.0,44.0
7277,8.7,6.7,97.0,77.0
7278,2.6,7.4,41.0,42.0
7281,7.7,6.6,92.0,65.0
7285,2.3,7.6,33.0,30.0
7287,1.6,4.2,19.0,37.0
7289,3.9,7.0,92.0,72.0
7291,2.8,6.1,53.0,56.0
7293,7.0,7.2,98.0,74.0
7296,2.7,6.7,44.0,51.0
7297,2.9,6.1,66.0,50.0
7299,2.1,5.9,29.0,36.0
7304,3.9,7.2,91.0,70.0
7305,1.6,5.1,12.0,30.0
7309,1.9,6.0,12.0,45.0
7311,2.1,6.3,25.0,39.0
7312,3.7,7.8,82.0,64.0
7316,3.4,6.7,74.0,62.0
7317,7.2,7.2,78.0,67.0
7318,1.7,6.6,11.0,26.0
7320,3.1,7.0,67.0,52.0
7324,2.2,6.7,29.0,38.0
7325,1.8,5.3,15.0,43.0
7326,1.8,5.3,15.0,43.0
7329,4.5,8.1,96.0,90.0
7333,3.5,6.8,78.0,65.0
7335,3.8,7.0,85.0,72.0
7336,1.9,5.5,20.0,37.0
7338,1.5,5.8,10.0,23.0
7341,1.3,4.9,4.0,22.0
7342,2.0,6.4,29.0,29.0
7343,4.0,7.8,81.0,78.0
7344,3.2,6.6,69.0,55.0
7345,2.9,6.3,56.0,56.0
7347,3.3,7.6,61.0,60.0
7348,1.6,6.0,15.0,23.0
7353,3.8,7.5,86.0,68.0
7354,4.0,7.4,83.0,82.0
7356,2.4,5.5,40.0,48.0
7358,2.2,5.3,33.0,48.0
7360,1.3,5.3,4.0,19.0
7362,2.9,6.4,55.0,55.0
7367,3.3,7.2,72.0,55.0
7370,2.0,5.9,25.0,34.0
7373,4.1,5.5,70.0,57.0
7374,3.6,7.8,71.0,70.0
7376,2.5,6.5,31.0,55.0
7377,2.0,5.3,28.0,41.0
7379,2.3,6.6,26.0,46.0
7380,3.4,7.1,67.0,66.0
7383,4.5,9.0,94.0,84.0
7384,4.2,8.4,87.0,78.0
7385,1.8,5.6,16.0,34.0
7386,1.3,4.9,12.0,18.0
7387,1.2,4.5,3.0,27.0
7388,4.4,8.1,100.0,81.0
7389,2.6,6.4,45.0,47.0
7390,8.0,7.0,91.0,83.0
7394,1.9,5.5,20.0,40.0
7396,5.9,6.3,69.0,59.0
7397,2.7,6.3,55.0,46.0
7398,7.9,7.3,96.0,76.0
7399,4.3,7.9,93.0,86.0
7400,4.2,7.2,95.0,88.0
7401,3.5,6.8,77.0,65.0
7409,4.3,8.5,90.0,85.0
7410,4.1,7.3,88.0,84.0
7415,3.4,6.9,75.0,62.0
7416,3.3,7.5,63.0,60.0
7418,2.9,7.1,54.0,52.0
7420,2.5,6.2,35.0,53.0
7422,2.9,6.8,55.0,53.0
7424,3.0,6.4,57.0,58.0
7426,2.0,5.3,24.0,46.0
7427,3.5,4.5,46.0,57.0
7429,3.8,7.7,79.0,73.0
7430,3.1,6.3,65.0,57.0
7433,4.0,7.4,91.0,76.0
7436,2.7,6.3,45.0,54.0
7438,1.7,5.7,11.0,33.0
7441,1.5,5.7,9.0,22.0
7442,2.0,5.9,21.0,37.0
7446,3.2,7.2,60.0,62.0
7447,2.9,7.1,58.0,47.0
7448,3.8,7.1,89.0,69.0
7450,3.2,6.9,62.0,62.0
7451,3.2,6.9,62.0,62.0
7453,3.2,6.5,73.0,56.0
7454,1.6,5.1,14.0,33.0
7456,2.6,6.2,39.0,55.0
7459,4.2,7.2,97.0,81.0
7460,4.1,7.3,94.0,77.0
7461,3.5,7.5,70.0,68.0
7464,4.2,8.1,92.0,78.0
7465,7.5,7.0,81.0,71.0
7468,0.9,3.3,7.0,12.0
7470,6.0,6.2,60.0,46.0
7473,4.0,6.5,92.0,80.0
7476,2.8,6.7,64.0,35.0
7479,3.1,7.2,60.0,57.0
7480,2.8,6.7,51.0,50.0
7484,2.2,6.7,20.0,46.0
7486,4.1,8.0,83.0,81.0
7488,2.0,6.1,28.0,34.0
7489,2.5,6.5,42.0,45.0
7490,3.1,6.6,67.0,51.0
7491,2.1,6.1,32.0,35.0
7493,7.2,6.1,60.0,55.0
7500,2.2,6.3,28.0,42.0
7501,4.4,6.1,83.0,67.0
7502,2.7,6.8,53.0,42.0
7503,3.0,6.8,53.0,58.0
7504,2.4,6.0,37.0,45.0
7506,3.2,6.7,67.0,56.0
7507,3.8,7.7,81.0,69.0
7512,3.3,7.7,71.0,52.0
7513,2.4,6.2,35.0,49.0
7514,4.1,7.8,90.0,79.0
7516,1.8,5.2,28.0,30.0
7519,7.0,6.4,84.0,67.0
7521,3.3,6.8,75.0,58.0
7522,6.1,7.1,82.0,62.0
7524,2.7,5.2,56.0,54.0
7525,2.9,6.4,50.0,58.0
7528,3.1,6.2,63.0,62.0
7531,1.8,4.9,20.0,38.0
7532,4.4,7.6,96.0,92.0
7533,6.8,6.5,64.0,67.0
7534,3.8,7.0,83.0,75.0
7535,2.4,6.6,36.0,40.0
7537,3.1,6.6,63.0,57.0
7539,3.2,7.0,65.0,55.0
7541,1.5,4.8,10.0,34.0
7543,1.6,5.8,9.0,32.0
7548,3.6,7.2,81.0,66.0
7552,3.1,7.1,64.0,52.0
7553,5.3,7.4,67.0,59.0
7554,3.0,6.1,59.0,61.0
7555,4.3,7.8,96.0,87.0
7556,3.4,7.3,77.0,55.0
7559,2.7,6.1,44.0,55.0
7562,2.2,6.4,21.0,47.0
7564,5.0,6.7,75.0,62.0
7571,2.6,6.5,44.0,48.0
7574,3.6,6.6,86.0,67.0
7575,3.9,7.8,87.0,71.0
7576,2.5,6.5,35.0,47.0
7577,3.0,7.2,52.0,56.0
7578,1.9,5.8,21.0,34.0
7579,4.8,9.2,98.0,100.0
7580,4.6,9.0,98.0,90.0
7581,3.4,7.6,68.0,60.0
7583,2.0,6.0,23.0,37.0
7585,2.1,6.3,24.0,40.0
7589,3.1,6.6,63.0,55.0
7591,3.0,6.7,55.0,61.0
7592,4.6,8.8,97.0,90.0
7593,3.7,7.3,82.0,69.0
7594,3.6,7.8,76.0,62.0
7601,4.3,8.1,92.0,88.0
7602,3.6,6.6,78.0,73.0
7605,4.2,7.8,91.0,86.0
7612,4.4,8.2,94.0,86.0
7613,2.9,7.2,48.0,55.0
7614,5.7,6.5,65.0,47.0
7618,3.6,7.3,74.0,71.0
7621,3.0,7.6,57.0,48.0
7622,2.3,5.8,44.0,39.0
7623,2.1,5.3,38.0,38.0
7624,3.8,8.6,78.0,61.0
7628,2.5,5.9,40.0,49.0
7629,1.6,5.1,12.0,33.0
7632,3.7,7.4,80.0,65.0
7633,3.9,6.7,91.0,76.0
7634,3.9,6.7,91.0,76.0
7635,2.4,5.7,37.0,50.0
7636,1.9,5.8,16.0,39.0
7639,7.6,6.3,73.0,60.0
7642,4.3,8.1,95.0,84.0
7643,3.8,7.7,78.0,73.0
7644,2.4,6.5,33.0,44.0
7645,1.8,5.8,20.0,30.0
7646,1.7,5.0,17.0,34.0
7647,1.8,5.4,24.0,27.0
7648,3.7,7.8,74.0,68.0
7649,3.7,7.8,74.0,68.0
7651,1.8,5.0,16.0,42.0
7655,2.2,5.8,29.0,46.0
7656,3.2,6.6,66.0,60.0
7657,3.6,8.0,76.0,62.0
7660,4.3,6.5,78.0,61.0
7664,3.1,6.9,58.0,58.0
7665,2.8,6.4,52.0,52.0
7666,7.7,7.2,95.0,67.0
7668,3.4,5.6,83.0,63.0
7669,2.8,6.9,49.0,52.0
7671,2.8,6.6,47.0,53.0
7674,3.6,6.6,80.0,68.0
7677,4.2,7.1,93.0,85.0
7678,1.8,5.6,20.0,30.0
7681,2.5,5.5,43.0,55.0
7685,2.8,6.8,59.0,42.0
7686,3.0,6.1,65.0,57.0
7689,2.9,6.2,57.0,58.0
7690,3.3,7.3,68.0,55.0
7691,3.7,7.2,84.0,68.0
7692,4.0,7.5,90.0,76.0
7693,3.3,6.6,68.0,64.0
7694,3.3,6.6,69.0,65.0
7696,4.2,8.3,93.0,77.0
7697,3.7,7.6,89.0,58.0
7698,2.2,5.1,47.0,35.0
7699,4.5,7.5,97.0,95.0
7701,1.7,5.4,13.0,35.0
7702,3.2,6.8,66.0,60.0
7703,3.7,7.1,83.0,67.0
7706,4.0,8.0,89.0,73.0
7707,3.8,6.6,85.0,77.0
7708,3.8,7.6,81.0,73.0
7711,2.7,6.7,53.0,44.0
7712,2.4,5.9,38.0,44.0
7713,3.2,6.7,67.0,61.0
7714,5.5,6.5,88.0,72.0
7715,3.2,6.0,73.0,58.0
7716,3.5,7.0,72.0,66.0
7717,3.5,6.4,79.0,66.0
7719,3.1,6.6,62.0,61.0
7721,2.3,5.8,33.0,46.0
7722,2.3,5.8,33.0,46.0
7729,3.0,7.1,59.0,51.0
7730,2.9,6.5,58.0,52.0
7731,3.0,6.4,57.0,62.0
7732,2.8,6.5,51.0,52.0
7733,3.6,8.5,75.0,57.0
7734,2.1,5.6,33.0,39.0
7735,2.0,5.9,19.0,45.0
7736,3.0,6.4,56.0,58.0
7737,2.0,6.2,20.0,36.0
7742,3.8,6.6,89.0,74.0
7743,4.5,7.9,95.0,94.0
7745,4.3,8.0,96.0,85.0
7746,7.2,6.4,56.0,50.0
7747,2.8,6.4,52.0,54.0
7748,2.8,6.4,52.0,54.0
7752,2.6,6.8,40.0,50.0
7755,3.5,7.0,73.0,68.0
7757,2.0,6.4,23.0,36.0
7758,2.7,6.2,48.0,53.0
7762,2.8,7.4,49.0,48.0
7765,3.7,7.3,89.0,60.0
7766,3.1,6.2,66.0,61.0
7767,2.7,6.1,45.0,55.0
7768,1.7,5.3,15.0,36.0
7771,4.1,7.0,92.0,86.0
7772,6.3,5.9,70.0,60.0
7774,4.3,7.8,98.0,82.0
7775,3.7,7.0,80.0,73.0
7776,3.9,6.7,90.0,75.0
7779,3.4,7.2,71.0,62.0
7786,2.9,7.0,51.0,56.0
7787,4.4,8.0,94.0,88.0
7791,1.9,5.5,24.0,35.0
7793,3.4,7.6,65.0,61.0
7797,3.8,6.7,89.0,70.0
7798,2.6,6.8,35.0,52.0
7799,7.3,6.4,70.0,50.0
7801,5.4,6.2,83.0,71.0
7802,1.1,4.0,5.0,20.0
7805,4.1,7.3,92.0,83.0
7806,2.7,7.0,52.0,43.0
7809,1.5,4.0,15.0,35.0
7811,4.0,6.8,59.0,51.0
7812,2.5,6.5,43.0,42.0
7816,4.4,6.9,73.0,65.0
7817,4.8,5.6,53.0,31.0
7824,3.3,7.7,66.0,55.0
7825,7.9,6.0,74.0,60.0
7827,5.7,5.6,62.0,47.0
7828,3.0,6.3,61.0,54.0
7834,1.9,6.0,18.0,34.0
7835,3.7,6.6,40.0,40.0
