Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
303,"Action, Crime, Drama, Mystery, Thriller","Thrillers,Crime Thrillers,Mysteries,Crime Films,Films Based on Books","English, Spanish, Urdu, Russian",Movie,3.1,R,6.5,67.0,57.0,2014-09-19
304,"Adventure, Biography, Comedy, Drama","Adventures,Comedies,Action & Adventure,Dramas based on Books,Dramas,Films Based on Books",English,Movie,2.7,R,6.4,47.0,51.0,2015-09-02
305,"Drama, Romance","Dramas,Romantic Dramas,Dramas based on a book,Teen Dramas,Tearjerkers,Romantic Films,Teen Movies,Movies Based on Books",English,Movie,2.3,PG,7.4,27.0,35.0,2002-01-25
315,"Drama, Sci-Fi","Sci-Fi & Fantasy,Sci-Fi,Dramas,Movies Based on Books,Cyberpunk",English,Movie,3.5,PG-13,7.2,74.0,65.0,2001-06-29
316,"Action, Adventure, Family, Sci-Fi, Thriller","Children & Family Movies,Family Sci-Fi & Fantasy,Action & Adventure,Movies for ages 8 to 10,Independent Movies,Action,Sci-Fi,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Independent Action & Adventure,US Movies,Family Features",English,Movie,2.5,PG,5.3,70.0,29.0,2018-08-24
323,"Action, Mystery, Thriller","Action Thrillers,Action & Adventure,Mysteries,US Movies",English,Movie,1.4,PG-13,5.1,5.0,25.0,2011-09-23
327,"Animation, Adventure, Comedy, Family, Fantasy","Children & Family Movies,US Movies","English, Mandarin",Movie,3.5,PG,7.0,81.0,61.0,2019-09-27
328,"Comedy, Drama, Romance","Dramas,Dramas based on a book,Romantic Dramas,British Films,Comedies,Romantic Favourites,Romantic Films,Dramas based on contemporary literature,Romantic Comedies,Films Based on Books,British Comedies,British Dramas,Romantic British Films,European Dramas,European Comedies,European Movies,Romantic European Movies",English,Movie,4.0,PG-13,7.0,93.0,75.0,2002-05-17
329,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Movies,Late Night Comedies",English,Movie,3.2,R,6.1,69.0,62.0,2014-02-14
330,"Comedy, Drama, Fantasy, Romance, Sci-Fi","Music & Musicals,Korean Programmes,K-dramas",English,Series,3.4,R,7.8,69.0,55.0,2013-11-08
331,"Comedy, Drama, Fantasy, Romance, Sci-Fi","International Movies,Romantic Comedies,British Films,Comedies,Romantic Films,British Comedies,Romantic Dramas,Sci-Fi & Fantasy,British Dramas,Dramas,Fantasy,Romantic British Films,Romantic Favourites",English,Movie,3.4,R,7.8,69.0,55.0,2013-11-08
336,Comedy,"Comedies,Late Night Comedies,Teen Films,Laugh-Out-Loud Comedies",English,Movie,2.5,PG-13,6.4,38.0,47.0,2006-08-18
342,Comedy,"Late Night Comedies,Slapstick Comedies,Comedies,Football Films,Sports Films,Sports Comedies,Laugh-Out-Loud Comedies",English,Movie,2.6,PG-13,6.9,49.0,37.0,1994-02-04
343,"Adventure, Comedy, Crime","Slapstick Comedies,Late Night Comedies,Comedies,Action & Adventure,Adventures,Blockbuster Action & Adventure",English,Movie,2.2,PG-13,6.4,25.0,45.0,1995-11-10
346,"Action, Adventure, Thriller, War","Action Thrillers,Action & Adventure,Military Action & Adventure,US Movies","English, Russian, Spanish",Movie,2.2,R,6.5,27.0,40.0,2012-02-24
348,Comedy,"Comedies,Late Night Comedies",English,Movie,1.7,R,5.1,15.0,36.0,2018-06-01
349,"Action, Crime, Drama, Thriller","Crime Action & Adventure,Action Thrillers,Action & Adventure,International Films,Crime Films,International Action & Adventure,Action Movies,Crime Action","Spanish, English",Movie,2.7,R,5.7,55.0,49.0,2017-10-27
350,"Action, Crime","Action & Adventure,Crime Movies,Crime Action & Adventure",English,Movie,1.4,R,5.3,0.0,28.0,2018-01-12
354,"Comedy, Drama","Independent Films,Spoofs & Satires,Dark Comedies,Modern Classic Movies,Independent Comedies,Critically-acclaimed Comedies,Critically-acclaimed Independent Films,Academy Award-Winning Films,Critically-acclaimed Films,Golden Globe Award-winning Films,Comedies,Dramas,Films Based on Books,Showbiz Dramas","English, Latin",Movie,4.2,R,7.7,91.0,83.0,2003-02-14
355,"Comedy, Fantasy","Comedies,Dark Comedies,US Movies",English,Movie,3.4,PG-13,6.8,77.0,62.0,1993-11-19
357,"Drama, Romance","Independent Dramas,Dramas,Independent Films,Dramas based on a book,Dramas based on contemporary literature",English,Movie,2.2,R,6.2,33.0,37.0,2013-04-03
358,"Action, Adventure, Biography, Drama, Romance, Thriller","Dramas based on Books,Dramas,Action & Adventure,Romantic Favorites,Romantic Movies,Romantic Dramas,Adventures,Dramas based on Real Life,Films Based on Real Life,Films Based on Books,Sports Movies,Sports Dramas","English, French",Movie,3.2,PG-13,6.6,69.0,56.0,2018-06-01
359,"Comedy, Drama","Independent Films,Independent Comedies,Comedies,Dramas,Independent Dramas,British Comedies,British Dramas,British Films",English,Movie,6.5,TV-MA,6.3,75.0,49.0,2019-01-18
360,"Drama, Family, Sci-Fi","Independent Films,Sci-Fi & Fantasy,Sci-Fi Dramas,Dramas","English, French",Movie,6.0,Not Rated,6.1,86.0,59.0,2015-06-23
363,"Drama, Mystery, Thriller","Horror Films,Indonesian Films",English,Movie,4.0,R,7.0,88.0,79.0,1999-02-19
366,"Drama, Romance","Romantic Dramas,Teen Movies,Dramas,Romantic Movies,Teen Romance,US Movies",English,Movie,1.7,PG-13,5.3,18.0,30.0,2019-04-12
367,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Adventures,Sci-Fi,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Action",English,Movie,1.5,PG-13,4.8,11.0,33.0,2013-05-31
372,"Comedy, Drama","Dramas,Japanese Films,Japanese Dramas",Japanese,Movie,4.5,Not Rated,7.4,96.0,84.0,2016-05-21
375,"Drama, Thriller","Dramas,Danish Movies","English, Thai",Movie,2.4,R,5.7,42.0,44.0,2017-04-07
377,"Drama, Mystery","Social Issue Dramas,Dramas,Independent Movies",English,Movie,6.3,Not Rated,6.1,80.0,66.0,2008-10-01
378,"Action, Adventure, Crime, Drama, Romance, Thriller","Romantic Dramas,Steamy Thrillers,Crime Thrillers,Crime Films,Crime Dramas,Romantic Films,Dramas,Steamy Romantic Films,Thrillers,Mysteries,Film Noir,US Movies,Steamy Romance",English,Movie,2.8,R,5.9,70.0,42.0,1984-03-02
379,"Crime, Drama, Mystery","Mysteries,Movies based on Books,Crime Movies,Crime Thrillers,Crime Dramas,British Thrillers,Thrillers,British Crime Movies,Dramas,British Movies,British Dramas",English,Movie,3.0,PG-13,6.3,57.0,59.0,2017-11-21
394,Comedy,"Cult Comedies,Spoofs & Satires,Comedies,Classic Comedies,US Movies,Classic Films,Cult Movies",English,Movie,4.2,PG,7.7,97.0,78.0,1980-07-02
409,"Action, Crime, Mystery, Thriller","Crime Films,Crime Action,Action,Action Thrillers,Action & Adventure,Dramas,Crime Dramas,Crime Action & Adventure,Movies Based on Books","English, German",Movie,1.6,PG-13,5.2,11.0,30.0,2012-10-19
410,"Comedy, Drama, Romance","Romantic Comedies,Romantic Independent Movies,Romantic Movies,LGBTQ Dramas,Romantic Dramas,Independent Comedies,Comedies,Dramas,Independent Dramas,Independent Movies,Teen Films,LGBTQ Comedies,Romantic Favourites,Romantic LGBTQ Films,LGBTQ Films",English,Movie,3.4,TV-MA,6.3,80.0,62.0,2018-06-08
412,"Action, Biography, Drama, History, War","International Movies,US Movies,Dramas,Military Dramas,Action & Adventure,International Action & Adventure,International Dramas,Biographical Dramas,Military Action & Adventure,Dramas based on real life",English,Movie,1.8,R,5.6,16.0,39.0,2004-11-24
413,"Action, Biography, Drama, History, War","Dramas,Period Pieces,Military & War Dramas,Biographical Dramas,Military & War Movies,Military & War Action & Adventure,Action & Adventure,Dramas based on real life",English,Movie,1.8,R,5.6,16.0,39.0,2004-11-24
416,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Romantic Comedies,Comedies,Romantic Films,Steamy Romance,Romantic Favorites,US Movies",English,Movie,2.6,R,6.2,48.0,49.0,2004-11-05
418,"Biography, Drama, Sport","Dramas,20th Century Period Pieces,Sports Dramas,Biographical Dramas,Dramas based on real life,Films Based on Real Life,Social Issue Dramas,Sports Films,US Movies,Boxing Movies","English, French, Swahili",Movie,3.4,R,6.8,68.0,65.0,2001-12-25
419,"Biography, Drama, Sport","Romantic Dramas,Social Issue Dramas,Dramas,Middle Eastern Movies,Romantic Movies,International Dramas","English, French, Swahili",Movie,3.4,R,6.8,68.0,65.0,2001-12-25
425,"Comedy, Romance","TV Mysteries,TV Dramas,Korean TV Shows,TV Thrillers,Futuristic Sci-Fi,Sci-Fi TV","English, Cantonese",Series,3.5,PG-13,6.6,75.0,67.0,1991-01-10
428,"Horror, Sci-Fi","Thrillers,Monster Movies,Sci-Fi Thrillers,Classic Thrillers,Alien Sci-Fi,Classic Sci-Fi & Fantasy,Award-winning Movies,Classic Movies,Horror Movies,Creature Features,Sci-Fi & Fantasy",English,Movie,4.5,R,8.4,98.0,89.0,1979-06-22
429,"Action, Horror, Sci-Fi","Horror Movies,Action Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Action Sci-Fi & Fantasy,Gory Horror Movies,Action,Action & Adventure,Alien Sci-Fi,US Movies,Futuristic Sci-Fi",English,Movie,3.0,R,6.2,54.0,63.0,1997-11-26
430,"Action, Adventure, Horror, Sci-Fi, Thriller","Sci-Fi & Fantasy,Horror Movies,Action Sci-Fi & Fantasy,Action & Adventure,Alien Sci-Fi,US Movies","English, Italian",Movie,1.7,PG-13,5.6,20.0,29.0,2004-08-13
431,"Action, Adventure, Sci-Fi, Thriller","Alien Sci-Fi,Comedy Programmes,British Programmes,TV Thrillers,Sci-Fi TV",English,Series,4.4,R,8.3,97.0,84.0,1986-07-18
432,"Action, Adventure, Sci-Fi, Thriller","Action Thrillers,Horror Movies,Sci-Fi & Fantasy,Blockbuster Sci-Fi & Fantasy,Sci-Fi Thrillers,Action,Action Sci-Fi & Fantasy,Blockbuster Action,Award-winning Movies,Blockbuster Movies,Action & Adventure,Alien Sci-Fi,Classic Films,Classic Action & Adventure,US Movies,Futuristic Sci-Fi",English,Movie,4.4,R,8.3,97.0,84.0,1986-07-18
434,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller","US Movies,Alien Sci-Fi,Sci-Fi & Fantasy,Horror Movies,Action & Adventure,Action Sci-Fi & Fantasy,Sci-Fi Horror Movies",English,Movie,1.5,R,4.7,12.0,29.0,2007-12-25
435,"Comedy, Drama, Romance","Romantic Independent Movies,Australian Movies,Independent Comedies,Romantic Favorites,Romantic Movies,Independent Movies,Romantic Comedies,Comedies,Films Based on Real Life","English, Arabic, Persian",Movie,6.6,TV-MA,6.9,92.0,64.0,2018-06-08
438,Drama,"Dramas,International Dramas,Spanish Films,International Comedies,Comedies,International Movies,LGBTQ Movies","Spanish, Catalan",Movie,4.4,R,7.8,98.0,87.0,2000-03-31
440,"Comedy, Drama, Romance","Dramas,Social Issue Dramas,Independent Movies,Comedies,Dark Comedies,US Movies",English,Movie,7.5,R,6.1,86.0,70.0,2018-09-28
441,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films","English, Spanish, French, American Sign Language",Movie,1.2,PG-13,4.8,6.0,17.0,2009-09-04
442,"Action, Comedy, Crime, Thriller","Action & Adventure,Comedies,Crime Action & Adventure,Action Comedies","English, French",Movie,2.1,R,5.9,30.0,34.0,2002-03-08
445,"Animation, Comedy, Drama, Family, Fantasy, Musical","Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12,Films for ages 5 to 7,Animal Tales,Family Features,Family Sci-Fi & Fantasy",English,Movie,2.7,G,6.8,44.0,50.0,1989-11-17
446,"Biography, Drama, Music","Dramas based on real life,Dramas,Movies Based on Real Life,Hip-Hop,Music & Musicals,US Movies",English,Movie,1.9,R,5.9,18.0,38.0,2017-06-16
449,"Crime, Drama, Mystery, Romance, Thriller","Police Mysteries,Thrillers,Police Thrillers,Police Movies,Mysteries,Crime Thrillers,Crime Movies",English,Movie,2.6,R,6.3,35.0,57.0,2010-12-03
452,Drama,"Dramas,Romantic Dramas,Romantic Movies,Steamy Romantic Movies,Romantic Favorites,Steamy Dramas,Steamy Romance,US Movies",English,Movie,2.1,R,5.4,29.0,43.0,2017-10-27
454,"Comedy, Drama","Independent Films,Comedies,Dark Comedies,Dramas","English, French, Russian",Movie,4.6,R,5.6,49.0,54.0,2013-09-10
455,"Biography, Drama, History","British Movies,Period Pieces,Dramas,Movies Based on Real Life",English,Movie,6.5,PG-13,6.2,72.0,59.0,2019-05-10
457,Drama,"Children & Family Movies,Movies based on real life,Dramas,Faith & Spirituality,Faith & Spirituality Films,US Movies,Family Features",English,Movie,7.9,PG,6.1,95.0,63.0,2017-08-25
459,"Biography, Crime, Drama, Mystery, Thriller","Crime Thrillers,Movies based on Books,Thrillers,Crime Dramas,Crime Movies,Dramas,US Movies","English, Italian, Arabic",Movie,3.7,R,6.8,80.0,72.0,2017-12-25
460,"Documentary, Drama",Documentaries,Polish,Movie,7.6,R,6.6,69.0,70.0,2017-04-07
463,"Action, Drama, Romance, Thriller, War","Thrillers,Spy Thrillers,20th Century Period Pieces","English, French, German, Arabic",Movie,3.2,R,7.1,61.0,60.0,2016-11-23
465,"Comedy, Drama","Dramas,Comedies,Festive Favourites",English,Movie,4.7,PG-13,6.1,49.0,55.0,2016-11-11
467,"Comedy, Drama, Romance","Romantic Dramas,Romantic Comedies,Dramas,Comedies,Independent Movies,Romantic Movies,Romantic Independent Movies,LGBTQ Dramas,Romantic LGBTQ Movies,LGBTQ Movies,LGBTQ Comedies",English,Movie,7.4,Not Rated,5.6,67.0,42.0,2020-08-02
468,"Comedy, Drama, Romance","Comedies,Dramas,Romantic Dramas,Romantic Films,Romantic Comedies,Romantic Favourites,US Movies","English, Hawaiian, Russian",Movie,1.9,PG-13,5.4,20.0,40.0,2015-05-29
472,"Drama, History, War","British Films,Political Dramas,20th Century Period Pieces,Dramas based on real life,British Dramas,Military Dramas,Dramas based on a book,Dramas,Movies Based on Real Life,Social Issue Dramas,Movies Based on Books",English,Movie,3.8,R,6.5,57.0,52.0,2017-01-13
474,"Drama, Thriller","Thrillers,Crime Thrillers,Mysteries,Psychological Thrillers,Crime Films,Films Based on Books","English, Russian",Movie,2.3,R,6.4,32.0,42.0,2001-04-06
475,"Comedy, Romance","Romantic Favourites,Romantic Comedies,Comedies,Romantic Films,US Movies","English, Spanish",Movie,2.2,PG-13,6.0,27.0,44.0,2004-01-16
478,"Animation, Adventure, Comedy, Family, Romance","Family Features,Animal Tales,Family Feature Animation,Family Adventures,Children & Family Films,Films for ages 8 to 10,Dramas,Comedies,Family Comedies,Family Dramas",English,Movie,1.8,PG,5.2,18.0,36.0,2010-09-17
486,"Animation, Adventure, Comedy, Family, Fantasy, Music","Family Comedies,Kids Music,Children & Family Films,Films for ages 5 to 7,Musicals,Rock & Pop,Family Adventures,Comedies,Music & Musicals","English, Spanish",Movie,1.6,PG,5.0,15.0,33.0,2015-12-18
487,"Comedy, Romance","Romantic Comedies,Romantic Favorites,Comedies,Romantic Movies",English,Movie,3.7,PG-13,6.8,89.0,64.0,2019-05-31
490,"Documentary, Crime","Documentaries,Crime Films,True Crime Documentaries,Documentaries","English, Italian",Movie,3.8,TV-MA,6.9,82.0,78.0,2016-09-30
491,"Documentary, History, Music","Music,Social & Cultural Docs,African Movies,Historical Documentaries,Political Documentaries,Music & Musicals,Music & Concert Documentaries,South African Movies,Documentary Films","English, Zulu",Movie,8.6,PG-13,7.4,83.0,78.0,2003-11-06
496,"Comedy, Romance","International Movies,Romantic Favourites,Romantic Comedies,French Films,International Comedies,Comedies,Romantic Films,Romantic French Movies,French Comedies","French, Russian, English",Movie,4.0,R,8.3,89.0,69.0,2002-02-08
497,"Biography, Crime, Drama, History, Thriller","Movies Based on Real Life,Dramas,Crime Dramas,Thriller Movies,Crime Thrillers,British Movies","English, Dutch",Movie,3.8,R,7.0,88.0,68.0,2018-08-14
498,"Action, Thriller","Action Thrillers,Action & Adventure,Films Based on Books,US Movies","English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",Movie,2.4,R,6.2,34.0,45.0,2017-09-15
499,Drama,"Dramas,US Movies",English,Movie,4.2,R,8.3,87.0,84.0,1999-10-01
501,"Crime, Thriller","Crime Thrillers,Crime Movies,Thrillers",English,Movie,7.2,R,6.1,53.0,40.0,2019-09-20
503,Documentary,"Social & Cultural Docs,Documentaries,Documentaries","English, Mandarin",Movie,4.3,TV-14,7.4,96.0,86.0,2019-08-21
504,"Biography, Crime, Drama, Thriller","Crime Films,Thrillers,Crime Thrillers,Movies Based on Real Life,Dramas,Crime Dramas,Gangster Movies,Police Movies,Police Dramas,US Movies","English, Thai, Spanish",Movie,3.9,R,7.8,81.0,76.0,2007-11-02
505,"Comedy, Drama","Critically-acclaimed Dramas,Dramas,Comedies,Classic Films,Critically-acclaimed Comedies,20th Century Period Pieces,Critically-acclaimed Films,Golden Globe Award-winning Films,Classic Comedies,Classic Dramas,US Movies",English,Movie,4.5,PG,7.4,96.0,97.0,1973-08-11
506,"Action, Crime, Drama, Thriller","Canadian Films,Action Thrillers,Action & Adventure,Crime Action & Adventure",English,Movie,1.4,R,5.0,13.0,23.0,2015-07-24
507,Drama,"Dramas,Social Issue Dramas,Crime Dramas,US Movies",English,Movie,3.8,R,8.5,83.0,62.0,1998-11-20
508,"Drama, Romance","Independent Films,Dramas,Independent Dramas",English,Movie,3.8,R,7.0,79.0,80.0,2016-10-14
510,"Crime, Drama","Independent Dramas,Dramas,Gangster Films,Independent Films,Crime Dramas,Dark Comedies,Crime Comedies,Crime Movies,Comedies","English, Arabic",Movie,4.2,R,7.2,92.0,90.0,2013-12-20
512,"Action, Comedy, Crime, Drama","Crime Comedies,Critically-acclaimed Movies,Comedies,Crime Dramas,Action Comedies,Dramas,Action & Adventure,Crime Movies based on real life,Dark Comedies,Movies based on real life,Critically-acclaimed Action & Adventure,Crime Movies,Biographical Movies,Critically-acclaimed Comedies,Critically-acclaimed Dramas,Crime Action & Adventure","English, Spanish",Movie,3.7,R,7.2,85.0,65.0,2017-09-29
513,"Drama, Horror","Horror Films,Slasher and Serial Killer Films,Canadian Films,Teen Screams,Gory Horror Movies","English, Hungarian, German",Movie,2.8,R,6.3,60.0,46.0,2013-01-11
515,"Crime, Drama","Political Dramas,Period Pieces,Dramas based on contemporary literature,Dramas,20th Century Period Pieces,Dramas based on a book,Films Based on Books,US Movies","English, Hebrew",Movie,2.1,R,6.1,23.0,43.0,2016-10-21
516,Comedy,"Comedies,Late Night Comedies,Teen Films",English,Movie,3.1,R,7.0,61.0,58.0,1999-07-09
517,Comedy,"Comedies,Late Night Comedies,Teen Films,Raunchy Comedies,Buddy Comedies",English,Movie,2.7,R,6.4,52.0,43.0,2001-08-10
522,"Comedy, Crime, Drama","Thrillers,Dramas,Crime Films,Crime Dramas,Cult Films,Films Based on Books,Crime Thrillers","English, Spanish, Cantonese",Movie,3.5,R,7.6,70.0,64.0,2000-04-14
523,Comedy,"Late Night Comedies,Comedies,US Movies",English,Movie,2.7,R,6.7,45.0,49.0,2012-04-06
524,"Action, Biography, Drama, War","Action & Adventure,Dramas based on real life,Dramas based on Books,Military & War Movies,Dramas,Military & War Action & Adventure,Military & War Dramas,Biographical Dramas,Military Dramas,Films Based on Real Life,Military Action & Adventure,Films Based on Books,US Movies","English, Arabic",Movie,3.6,R,7.3,72.0,72.0,2015-01-16
